,Domain_1,Domain_2,Domain_3,Domain_4,Domain_5,Domain_6,Domain_7,Domain_8,Domain_9,Domain_10
0.000000000000000e+00,-1.005449123384203e+01,-1.153807498050438e+01,-1.143217505077048e+01,-1.255915337073592e+01,-1.220107345368362e+01,-1.240785922156564e+01,-1.345929519345540e+01,-1.226198341482573e+01,-1.217993238831483e+01,-1.192387117778536e+01
2.000400080016003e-03,-1.005449603362728e+01,-1.153807978028964e+01,-1.143217985055573e+01,-1.255915817052117e+01,-1.220107825346887e+01,-1.240786402135090e+01,-1.345929999324066e+01,-1.226198821461098e+01,-1.217993718810008e+01,-1.192387597757061e+01
4.000800160032006e-03,-1.005451042443607e+01,-1.153809417109842e+01,-1.143219424136452e+01,-1.255917256132996e+01,-1.220109264427765e+01,-1.240787841215968e+01,-1.345931438404944e+01,-1.226200260541976e+01,-1.217995157890887e+01,-1.192389036837940e+01
6.001200240048009e-03,-1.005453439343523e+01,-1.153811814009758e+01,-1.143221821036368e+01,-1.255919653032912e+01,-1.220111661327681e+01,-1.240790238115884e+01,-1.345933835304860e+01,-1.226202657441892e+01,-1.217997554790803e+01,-1.192391433737856e+01
8.001600320064013e-03,-1.005456792777475e+01,-1.153815167443710e+01,-1.143225174470320e+01,-1.255923006466864e+01,-1.220115014761634e+01,-1.240793591549836e+01,-1.345937188738812e+01,-1.226206010875845e+01,-1.218000908224755e+01,-1.192394787171808e+01
1.000200040008002e-02,-1.005461101458789e+01,-1.153819476125024e+01,-1.143229483151634e+01,-1.255927315148178e+01,-1.220119323442947e+01,-1.240797900231150e+01,-1.345941497420126e+01,-1.226210319557158e+01,-1.218005216906068e+01,-1.192399095853122e+01
1.200240048009602e-02,-1.005466364099127e+01,-1.153824738765363e+01,-1.143234745791973e+01,-1.255932577788517e+01,-1.220124586083286e+01,-1.240803162871489e+01,-1.345946760060465e+01,-1.226215582197497e+01,-1.218010479546407e+01,-1.192404358493460e+01
1.400280056011202e-02,-1.005472579408504e+01,-1.153830954074740e+01,-1.143240961101350e+01,-1.255938793097894e+01,-1.220130801392663e+01,-1.240809378180866e+01,-1.345952975369842e+01,-1.226221797506874e+01,-1.218016694855784e+01,-1.192410573802838e+01
1.600320064012803e-02,-1.005479746095295e+01,-1.153838120761530e+01,-1.143248127788140e+01,-1.255945959784684e+01,-1.220137968079453e+01,-1.240816544867656e+01,-1.345960142056632e+01,-1.226228964193665e+01,-1.218023861542575e+01,-1.192417740489628e+01
1.800360072014403e-02,-1.005487862866247e+01,-1.153846237532482e+01,-1.143256244559092e+01,-1.255954076555636e+01,-1.220146084850406e+01,-1.240824661638609e+01,-1.345968258827584e+01,-1.226237080964617e+01,-1.218031978313527e+01,-1.192425857260580e+01
2.000400080016003e-02,-1.005496928426495e+01,-1.153855303092731e+01,-1.143265310119341e+01,-1.255963142115885e+01,-1.220155150410654e+01,-1.240833727198857e+01,-1.345977324387833e+01,-1.226246146524865e+01,-1.218041043873775e+01,-1.192434922820829e+01
2.200440088017604e-02,-1.005506941479571e+01,-1.153865316145806e+01,-1.143275323172416e+01,-1.255973155168960e+01,-1.220165163463730e+01,-1.240843740251933e+01,-1.345987337440909e+01,-1.226256159577941e+01,-1.218051056926851e+01,-1.192444935873904e+01
2.400480096019204e-02,-1.005517900727415e+01,-1.153876275393651e+01,-1.143286282420260e+01,-1.255984114416805e+01,-1.220176122711574e+01,-1.240854699499777e+01,-1.345998296688753e+01,-1.226267118825785e+01,-1.218062016174695e+01,-1.192455895121748e+01
2.600520104020804e-02,-1.005529804870391e+01,-1.153888179536627e+01,-1.143298186563236e+01,-1.255996018559780e+01,-1.220188026854550e+01,-1.240866603642753e+01,-1.346010200831729e+01,-1.226279022968761e+01,-1.218073920317671e+01,-1.192467799264724e+01
2.800560112022404e-02,-1.005542652607295e+01,-1.153901027273531e+01,-1.143311034300140e+01,-1.256008866296684e+01,-1.220200874591454e+01,-1.240879451379657e+01,-1.346023048568633e+01,-1.226291870705665e+01,-1.218086768054575e+01,-1.192480647001628e+01
3.000600120024005e-02,-1.005556442635371e+01,-1.153914817301606e+01,-1.143324824328216e+01,-1.256022656324760e+01,-1.220214664619529e+01,-1.240893241407732e+01,-1.346036838596708e+01,-1.226305660733740e+01,-1.218100558082651e+01,-1.192494437029704e+01
3.200640128025605e-02,-1.005571173650320e+01,-1.153929548316555e+01,-1.143339555343165e+01,-1.256037387339709e+01,-1.220229395634478e+01,-1.240907972422681e+01,-1.346051569611657e+01,-1.226320391748689e+01,-1.218115289097599e+01,-1.192509168044653e+01
3.400680136027205e-02,-1.005586844346315e+01,-1.153945219012550e+01,-1.143355226039160e+01,-1.256053058035704e+01,-1.220245066330473e+01,-1.240923643118676e+01,-1.346067240307652e+01,-1.226336062444684e+01,-1.218130959793595e+01,-1.192524838740648e+01
3.600720144028806e-02,-1.005603453416013e+01,-1.153961828082248e+01,-1.143371835108858e+01,-1.256069667105402e+01,-1.220261675400171e+01,-1.240940252188374e+01,-1.346083849377350e+01,-1.226352671514382e+01,-1.218147568863293e+01,-1.192541447810346e+01
3.800760152030406e-02,-1.005620999550566e+01,-1.153979374216802e+01,-1.143389381243411e+01,-1.256087213239955e+01,-1.220279221534725e+01,-1.240957798322928e+01,-1.346101395511904e+01,-1.226370217648936e+01,-1.218165114997846e+01,-1.192558993944899e+01
4.000800160032007e-02,-1.005639481439637e+01,-1.153997856105872e+01,-1.143407863132482e+01,-1.256105695129026e+01,-1.220297703423795e+01,-1.240976280211998e+01,-1.346119877400974e+01,-1.226388699538006e+01,-1.218183596886916e+01,-1.192577475833970e+01
4.200840168033607e-02,-1.005658897771407e+01,-1.154017272437643e+01,-1.143427279464252e+01,-1.256125111460796e+01,-1.220317119755566e+01,-1.240995696543769e+01,-1.346139293732745e+01,-1.226408115869777e+01,-1.218203013218687e+01,-1.192596892165740e+01
4.400880176035207e-02,-1.005679247232596e+01,-1.154037621898831e+01,-1.143447628925441e+01,-1.256145460921985e+01,-1.220337469216754e+01,-1.241016046004957e+01,-1.346159643193933e+01,-1.226428465330965e+01,-1.218223362679875e+01,-1.192617241626929e+01
4.600920184036807e-02,-1.005700528508466e+01,-1.154058903174701e+01,-1.143468910201311e+01,-1.256166742197855e+01,-1.220358750492625e+01,-1.241037327280828e+01,-1.346180924469803e+01,-1.226449746606836e+01,-1.218244643955746e+01,-1.192638522902799e+01
4.800960192038407e-02,-1.005722740282844e+01,-1.154081114949079e+01,-1.143491121975689e+01,-1.256188953972233e+01,-1.220380962267002e+01,-1.241059539055205e+01,-1.346203136244181e+01,-1.226471958381213e+01,-1.218266855730123e+01,-1.192660734677177e+01
5.001000200040008e-02,-1.005745881238126e+01,-1.154104255904361e+01,-1.143514262930971e+01,-1.256212094927515e+01,-1.220404103222284e+01,-1.241082680010487e+01,-1.346226277199463e+01,-1.226495099336496e+01,-1.218289996685406e+01,-1.192683875632459e+01
5.201040208041608e-02,-1.005769950055297e+01,-1.154128324721532e+01,-1.143538331748142e+01,-1.256236163744686e+01,-1.220428172039455e+01,-1.241106748827658e+01,-1.346250346016634e+01,-1.226519168153666e+01,-1.218314065502577e+01,-1.192707944449630e+01
5.401080216043209e-02,-1.005794945413939e+01,-1.154153320080174e+01,-1.143563327106784e+01,-1.256261159103328e+01,-1.220453167398098e+01,-1.241131744186301e+01,-1.346275341375276e+01,-1.226544163512309e+01,-1.218339060861219e+01,-1.192732939808272e+01
5.601120224044809e-02,-1.005820865992249e+01,-1.154179240658484e+01,-1.143589247685094e+01,-1.256287079681638e+01,-1.220479087976407e+01,-1.241157664764610e+01,-1.346301261953586e+01,-1.226570084090618e+01,-1.218364981439528e+01,-1.192758860386582e+01
