,Domain_1,Domain_2,Domain_3,Domain_4,Domain_5,Domain_6,Domain_7,Domain_8,Domain_9,Domain_10
0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1.010101010101010e-01,3.036904720370808e-01,4.132264811734310e-01,3.189919899198438e-01,3.114606865526870e-01,3.076266105359741e-01,2.364050231053244e-01,2.729880628623038e-01,2.650826245664412e-01,2.527304853860293e-01,2.813283382242998e-01
2.020202020202020e-01,5.850920957857295e-01,7.961251532445113e-01,6.145721738696186e-01,6.000623213872895e-01,5.926754728579958e-01,4.554595590291295e-01,5.259407050438615e-01,5.107099882366856e-01,4.869123080174783e-01,5.420091063757412e-01
3.030303030303030e-01,8.436531116043542e-01,1.147944956136926e+00,8.861609631693885e-01,8.652388870261177e-01,8.545877084965595e-01,6.567340060538989e-01,7.583618147239488e-01,7.364004670651463e-01,7.020862863325952e-01,7.815311248022488e-01
4.040404040404040e-01,1.079468993334058e+00,1.468815571770919e+00,1.133858446795782e+00,1.107088423227734e+00,1.093460004754189e+00,8.403027270297768e-01,9.703372925992478e-01,9.422373324816679e-01,8.983316201810182e-01,9.999828518994159e-01
5.050505050505051e-01,1.293243495566607e+00,1.759694971556967e+00,1.358404063830380e+00,1.326332581685068e+00,1.310005266715436e+00,1.006713504551891e+00,1.162499722579780e+00,1.128834992603751e+00,1.076234310219659e+00,1.198016177476979e+00
6.060606060606061e-01,1.486176346893906e+00,2.022215488994649e+00,1.561057830047187e+00,1.524201776973977e+00,1.505438657932205e+00,1.156900294480890e+00,1.335927517765947e+00,1.297240483278784e+00,1.236792527255073e+00,1.376742470235835e+00
7.070707070707071e-01,1.659810800151415e+00,2.258477060174696e+00,1.743441055804818e+00,1.702278980121515e+00,1.681323685130555e+00,1.292064458069860e+00,1.492007948344560e+00,1.448801015964796e+00,1.381290803389949e+00,1.537591469473676e+00
8.080808080808081e-01,1.815878000707409e+00,2.470835067194184e+00,1.907371718424770e+00,1.862339255230312e+00,1.839413590273635e+00,1.413553535554152e+00,1.632297132921613e+00,1.585027577873948e+00,1.511169526530849e+00,1.682166740473024e+00
9.090909090909091e-01,1.956161804133468e+00,2.661716984439261e+00,2.054723784603191e+00,2.006212333885633e+00,1.981515650947337e+00,1.522756159484429e+00,1.758398591189932e+00,1.707477274644325e+00,1.627913414212911e+00,1.812120824656483e+00
1.010101010101010e+00,2.082399697726677e+00,2.833486749746962e+00,2.187322276729275e+00,2.135680179733786e+00,2.109389783287480e+00,1.621024946422353e+00,1.871874162288098e+00,1.817666686730784e+00,1.732968274190641e+00,1.929063223333785e+00
1.111111111111111e+00,2.196218104720264e+00,2.988357594321130e+00,2.306875450567300e+00,2.252410777832293e+00,2.224683358758936e+00,1.709625792903468e+00,1.974185781207625e+00,1.917015522281113e+00,1.827687707859463e+00,2.034500716351679e+00
1.161616161616162e+00,2.248938917353649e+00,3.060093891907863e+00,2.362252533007624e+00,2.306480489482802e+00,2.278087418431202e+00,1.750665790594833e+00,2.021576601780388e+00,1.963033935415539e+00,1.871561836201775e+00,2.083339435057832e+00
1.186868686868687e+00,2.274328298962947e+00,3.094640819580613e+00,2.388921205400758e+00,2.332519513656519e+00,2.303805881247216e+00,1.770429955776491e+00,2.044399269894522e+00,1.985195637468219e+00,1.892690820180277e+00,2.106859298340177e+00
1.190025252525253e+00,2.277457967622129e+00,3.098899307437886e+00,2.392208563984986e+00,2.335729258015913e+00,2.306976147517066e+00,1.772866197566702e+00,2.047212471888828e+00,1.987927428853485e+00,1.895295323043522e+00,2.109758496318911e+00
1.190419823232323e+00,2.277848500926903e+00,3.099430674332445e+00,2.392618737167584e+00,2.336129783548835e+00,2.307371757260828e+00,1.773170224369474e+00,2.047563572463934e+00,1.988268285195578e+00,1.895620380252971e+00,2.110120244708650e+00
1.190617108585859e+00,2.278043702486179e+00,3.099696389987404e+00,2.392823811327456e+00,2.336329972620748e+00,2.307569510068341e+00,1.773322179860993e+00,2.047739025940135e+00,1.988438731518836e+00,1.895782750567744e+00,2.110301136915211e+00
1.190715751262626e+00,2.278141293121437e+00,3.099829143139926e+00,2.392926317328822e+00,2.336430075826652e+00,2.307668323789335e+00,1.773398141813152e+00,2.047826748878733e+00,1.988523889302986e+00,1.895864006076220e+00,2.110391496092499e+00
1.190814393939394e+00,2.278238848251360e+00,3.099961882489156e+00,2.393028823330189e+00,2.336530118342928e+00,2.307767157719526e+00,1.241431871187971e+01,2.047914494614351e+00,1.988609104052614e+00,1.895945212338933e+00,2.110481872498363e+00
1.191603535353535e+00,2.279019204754243e+00,3.101023691457768e+00,2.393848471759514e+00,2.337330415123399e+00,2.308557611312770e+00,1.241857063858781e+01,2.048615866256942e+00,1.989290151450835e+00,1.896594581036282e+00,2.111204757193556e+00
1.193181818181818e+00,2.280577990327632e+00,3.103144739682291e+00,2.395485823987679e+00,2.338929135975832e+00,2.310136634591141e+00,1.242706496319859e+01,2.050017101899103e+00,1.990650829489232e+00,1.897891811510640e+00,2.112648804352934e+00
1.199494949494949e+00,2.286789251057758e+00,3.111596279054759e+00,2.402010013795648e+00,2.345299292697252e+00,2.316428372197953e+00,1.246091045088716e+01,2.055600397935965e+00,1.996072437851121e+00,1.903060824049718e+00,2.118402678540077e+00
1.212121212121212e+00,2.299097724315425e+00,3.128344177519840e+00,2.414938646440667e+00,2.357922700577265e+00,2.328896377545122e+00,1.252798032714504e+01,2.066664512838801e+00,2.006816157723550e+00,1.913303895699447e+00,2.129804803219606e+00
1.224747474747475e+00,2.311256103003613e+00,3.144887905064160e+00,2.427709638636711e+00,2.370392164881666e+00,2.341212358015251e+00,1.259423262005267e+01,2.077593708889402e+00,2.017428847842779e+00,1.923422068557359e+00,2.141067940598977e+00
1.231060606060606e+00,2.317279777223079e+00,3.153084264833794e+00,2.434036844657986e+00,2.376570013512825e+00,2.347314105543582e+00,1.262705602490793e+01,2.083008411833722e+00,2.022686754240015e+00,1.928435012832270e+00,2.146648081522350e+00
