,Domain_1,Domain_2,Domain_3,Domain_4
0.000000000000000e+00,-1.109278036330490e+01,-9.950080248965071e+00,-1.153192841806904e+01,-1.145061993556361e+01
1.010101010101010e-01,-1.110474488404157e+01,-9.962044769701736e+00,-1.154389293880570e+01,-1.146258445630028e+01
2.020202020202020e-01,-1.113949327266990e+01,-9.996793158330066e+00,-1.157864132743403e+01,-1.149733284492861e+01
3.030303030303030e-01,-1.119526444656954e+01,-1.005256433222971e+01,-1.163441250133367e+01,-1.155310401882825e+01
4.040404040404040e-01,-1.127027952848258e+01,-1.012757941414274e+01,-1.170942758324671e+01,-1.162811910074128e+01
5.050505050505051e-01,-1.136279128271237e+01,-1.022009116837254e+01,-1.180193933747650e+01,-1.172063085497108e+01
6.060606060606061e-01,-1.147112747786803e+01,-1.032842736352819e+01,-1.191027553263216e+01,-1.182896705012674e+01
7.070707070707071e-01,-1.159372371396489e+01,-1.045102359962505e+01,-1.203287176872902e+01,-1.195156328622360e+01
8.080808080808081e-01,-1.172914402940078e+01,-1.058644391506095e+01,-1.216829208416492e+01,-1.208698360165949e+01
9.090909090909091e-01,-1.187609006933098e+01,-1.073338995499114e+01,-1.231523812409511e+01,-1.223392964158969e+01
1.010101010101010e+00,-1.203340110287183e+01,-1.089070098853200e+01,-1.247254915763597e+01,-1.239124067513054e+01
1.111111111111111e+00,-1.220004766870150e+01,-1.105734755436167e+01,-1.263919572346564e+01,-1.255788724096021e+01
1.212121212121212e+00,-1.237512141164603e+01,-1.123242129730620e+01,-1.281426946641016e+01,-1.273296098390474e+01
1.313131313131313e+00,-1.255782311963098e+01,-1.141512300529115e+01,-1.299697117439512e+01,-1.291566269188969e+01
1.325757575757576e+00,-1.258116121824818e+01,-1.143846110390835e+01,-1.302030927301232e+01,-1.293900079050689e+01
1.332070707070707e+00,-1.259287040742924e+01,-1.145017029308941e+01,-1.303201846219338e+01,-1.295070997968795e+01
1.335227272727273e+00,-1.259873496798974e+01,-1.145603485364991e+01,-1.303788302275388e+01,-1.295657454024845e+01
1.335621843434344e+00,-1.259946850378110e+01,-1.145676838944126e+01,-1.303861655854523e+01,-1.295730807603980e+01
1.335720486111111e+00,-1.259965190388145e+01,-1.145695178954162e+01,-1.303879995864559e+01,-1.295749147614016e+01
1.335819128787879e+00,-1.259983531044163e+01,-1.145361761398894e+01,-1.303898336520576e+01,-1.295767488270034e+01
1.336016414141414e+00,-1.260020214293906e+01,-1.145640552674995e+01,-1.303935019770319e+01,-1.295804171519777e+01
