,Domain_1,Domain_2,Domain_3,Domain_4
0.000000000000000e+00,-8.858360866612683e+00,-1.421491453579308e+01,-1.361341705326588e+01,-1.304653061073113e+01
1.010101010101010e-01,-8.870325387349348e+00,-1.422687905652975e+01,-1.362538157400255e+01,-1.305849513146780e+01
2.020202020202020e-01,-8.905073775977678e+00,-1.426162744515808e+01,-1.366012996263088e+01,-1.309324352009613e+01
3.030303030303030e-01,-8.960844949877320e+00,-1.431739861905772e+01,-1.371590113653052e+01,-1.314901469399577e+01
4.040404040404040e-01,-9.035860031790353e+00,-1.439241370097075e+01,-1.379091621844355e+01,-1.322402977590880e+01
5.050505050505051e-01,-9.128371786020148e+00,-1.448492545520055e+01,-1.388342797267335e+01,-1.331654153013860e+01
6.060606060606061e-01,-9.236707981175806e+00,-1.459326165035621e+01,-1.399176416782900e+01,-1.342487772529425e+01
7.070707070707071e-01,-9.359304217272667e+00,-1.471585788645307e+01,-1.411436040392586e+01,-1.354747396139111e+01
8.080808080808081e-01,-9.494724532708563e+00,-1.485127820188896e+01,-1.424978071936176e+01,-1.368289427682701e+01
9.090909090909091e-01,-9.641670572638755e+00,-1.499822424181916e+01,-1.439672675929195e+01,-1.382984031675720e+01
1.010101010101010e+00,-9.798981606179613e+00,-1.515553527536001e+01,-1.455403779283281e+01,-1.398715135029806e+01
1.111111111111111e+00,-9.965628172009282e+00,-1.532218184118968e+01,-1.472068435866248e+01,-1.415379791612773e+01
1.212121212121212e+00,-1.014070191495381e+01,-1.549725558413421e+01,-1.489575810160701e+01,-1.432887165907226e+01
1.237373737373737e+00,-1.018569121881554e+01,-1.554224488799594e+01,-1.494074740546874e+01,-1.437386096293399e+01
1.243686868686869e+00,-1.019701160731932e+01,-1.555356527649972e+01,-1.495206779397252e+01,-1.438518135143777e+01
1.244476010101010e+00,-1.019842868945436e+01,-1.555498235863476e+01,-1.495348487610756e+01,-1.438659843357280e+01
1.244673295454545e+00,-1.019878303043304e+01,-1.555533669961344e+01,-1.495383921708624e+01,-1.438695277455149e+01
1.244771938131313e+00,-1.018855517582803e+01,-1.555551388066585e+01,-1.495401639813865e+01,-1.438712995560390e+01
1.244870580808081e+00,-1.018990177249948e+01,-1.555569106875941e+01,-1.495419358623220e+01,-1.438730714369745e+01
1.245265151515151e+00,-1.019528873331134e+01,-1.555639989153180e+01,-1.495490240900460e+01,-1.438801596646985e+01
1.246843434343434e+00,-1.021684547063149e+01,-1.555923630824459e+01,-1.495773882571739e+01,-1.439085238318264e+01
1.250000000000000e+00,-1.026000000000000e+01,-1.556491453579308e+01,-1.496341705326588e+01,-1.439653061073113e+01
1.262626262626263e+00,-1.043316169746278e+01,-1.558769896966977e+01,-1.498620148714256e+01,-1.441931504460781e+01
1.313131313131313e+00,-1.113432494807818e+01,-1.567995729211916e+01,-1.507845980959196e+01,-1.451157336705721e+01
1.414141414141414e+00,-1.257549195334357e+01,-1.586958452965408e+01,-1.526808704712688e+01,-1.470120060459213e+01
