,Domain_1,Domain_2,Domain_3,Domain_4
0.000000000000000e+00,-1.393029168965975e+01,-1.231982764796938e+01,-1.304866430303763e+01,-1.185822226313322e+01
1.010101010101010e-01,-1.394225621039642e+01,-1.233179216870604e+01,-1.306062882377429e+01,-1.187018678386989e+01
2.020202020202020e-01,-1.397700459902475e+01,-1.236654055733437e+01,-1.309537721240262e+01,-1.190493517249822e+01
3.030303030303030e-01,-1.403277577292439e+01,-1.242231173123401e+01,-1.315114838630226e+01,-1.196070634639786e+01
4.040404040404040e-01,-1.410779085483743e+01,-1.249732681314705e+01,-1.322616346821530e+01,-1.203572142831089e+01
5.050505050505051e-01,-1.420030260906722e+01,-1.258983856737684e+01,-1.331867522244509e+01,-1.212823318254069e+01
6.060606060606061e-01,-1.430863880422288e+01,-1.269817476253250e+01,-1.342701141760075e+01,-1.223656937769634e+01
7.070707070707071e-01,-1.443123504031974e+01,-1.282077099862936e+01,-1.354960765369761e+01,-1.235916561379321e+01
8.080808080808081e-01,-1.456665535575563e+01,-1.295619131406526e+01,-1.368502796913351e+01,-1.249458592922910e+01
9.090909090909091e-01,-1.471360139568583e+01,-1.310313735399545e+01,-1.383197400906370e+01,-1.264153196915929e+01
1.010101010101010e+00,-1.487091242922668e+01,-1.326044838753631e+01,-1.398928504260456e+01,-1.279884300270015e+01
1.111111111111111e+00,-1.503755899505635e+01,-1.342709495336597e+01,-1.415593160843422e+01,-1.296548956852982e+01
1.212121212121212e+00,-1.521263273800088e+01,-1.360216869631050e+01,-1.433100535137875e+01,-1.314056331147435e+01
1.313131313131313e+00,-1.539533444598583e+01,-1.378487040429545e+01,-1.451370705936370e+01,-1.332326501945930e+01
1.414141414141414e+00,-1.558496168352075e+01,-1.397449764183037e+01,-1.470333429689862e+01,-1.351289225699422e+01
1.464646464646465e+00,-1.568217638020003e+01,-1.407171233850965e+01,-1.480054899357790e+01,-1.361010695367350e+01
1.477272727272727e+00,-1.570671797641979e+01,-1.409625393472941e+01,-1.482509058979766e+01,-1.363464854989325e+01
1.483585858585859e+00,-1.571902373005793e+01,-1.410855968836756e+01,-1.483739634343581e+01,-1.364695430353140e+01
1.486742424242424e+00,-1.572518528878649e+01,-1.411472124709611e+01,-1.484355790216436e+01,-1.365311586225995e+01
1.487531565656566e+00,-1.572672658009848e+01,-1.411626253840810e+01,-1.484509919347635e+01,-1.365465715357195e+01
1.487630208333333e+00,-1.572691926684059e+01,-1.411645522515021e+01,-1.484529188021846e+01,-1.365484984031405e+01
1.487728851010101e+00,-1.572711195920952e+01,-1.411664791751914e+01,-1.484548457258739e+01,-1.365583404857822e+01
1.487926136363636e+00,-1.572749736082592e+01,-1.411703331913554e+01,-1.484586997420379e+01,-1.365876310086287e+01
1.488320707070707e+00,-1.572826823155910e+01,-1.411780418986873e+01,-1.484664084493698e+01,-1.366462171843505e+01
1.489898989898990e+00,-1.573135261392159e+01,-1.412088857223121e+01,-1.484972522729946e+01,-1.368806302438992e+01
1.515151515151515e+00,-1.578089689038071e+01,-1.417043284869033e+01,-1.489926950375858e+01,-1.406459952547923e+01
1.521464646464646e+00,-1.579333951318352e+01,-1.418287547149314e+01,-1.491171212656139e+01,-1.415916345878063e+01
1.523042929292929e+00,-1.579645366937281e+01,-1.418598962768243e+01,-1.491482628275068e+01,-1.418283104581920e+01
1.523141571969697e+00,-1.579664835051739e+01,-1.418618430882702e+01,-1.491502096389527e+01,-1.418431062251806e+01
1.523240214646465e+00,-1.579684303711596e+01,-1.418579024102347e+01,-1.491521565049383e+01,-1.418579024066713e+01
1.523437500000000e+00,-1.579723242667313e+01,-1.418874960130162e+01,-1.491560504005100e+01,-1.418874960130162e+01
1.523832070707070e+00,-1.579801127121451e+01,-1.419466881981618e+01,-1.491638388459239e+01,-1.419466881981618e+01
1.524621212121212e+00,-1.579956922190036e+01,-1.420650924502864e+01,-1.491794183527824e+01,-1.420650924502864e+01
1.527777777777778e+00,-1.580580450828613e+01,-1.425389742156043e+01,-1.492417712166400e+01,-1.425389742156043e+01
1.540404040404040e+00,-1.583080112479826e+01,-1.444387170705266e+01,-1.494917373817613e+01,-1.444387170705266e+01
1.565656565656566e+00,-1.588105748204909e+01,-1.482582002215897e+01,-1.499943009542696e+01,-1.482582002215897e+01
1.578282828282828e+00,-1.590631532434137e+01,-1.501777962358031e+01,-1.502468793771925e+01,-1.501777962358031e+01
1.578480113636364e+00,-1.590671065655741e+01,-1.502078414842221e+01,-1.502508326993529e+01,-1.502078414842221e+01
1.578578756313131e+00,-1.590690833046463e+01,-1.502228647011705e+01,-1.502228647882037e+01,-1.502228647011705e+01
1.578677398989899e+00,-1.590710600957072e+01,-1.502378883132335e+01,-1.502378883409483e+01,-1.502378883132335e+01
1.579071969696970e+00,-1.590789677797511e+01,-1.502979867119673e+01,-1.502979867119673e+01,-1.502979867119673e+01
