,Domain_1,Domain_2,Domain_3,Domain_4
0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1.010101010101010e-01,2.340949850505051e-01,2.340949850505051e-01,2.340949850505051e-01,2.340949850505051e-01
2.020202020202020e-01,4.510090178879707e-01,4.510090178879707e-01,4.510090178879707e-01,4.510090178879707e-01
3.030303030303030e-01,6.503167106703399e-01,6.503167106703399e-01,6.503167106703399e-01,6.503167106703399e-01
4.040404040404040e-01,8.320916710376494e-01,8.320916710376494e-01,8.320916684649552e-01,8.320916684649552e-01
5.050505050505051e-01,9.968764187410103e-01,9.968764187410103e-01,9.968763844384207e-01,9.968763844384207e-01
6.060606060606061e-01,1.145595614383839e+00,1.145595614383839e+00,1.145595617242388e+00,1.145595617242388e+00
7.070707070707071e-01,1.279439033279118e+00,1.279439033279118e+00,1.279439033279118e+00,1.279439033279118e+00
8.080808080808081e-01,1.399740937534766e+00,1.399740937534766e+00,1.399740954686060e+00,1.399740954686060e+00
9.090909090909091e-01,1.507876517965106e+00,1.507876517965106e+00,1.507876517965106e+00,1.507876517965106e+00
1.010101010101010e+00,1.605185031992654e+00,1.605185031992654e+00,1.605185031992654e+00,1.605185031992654e+00
1.111111111111111e+00,1.692920179235262e+00,1.692920179235262e+00,1.692920179235262e+00,1.692920179235262e+00
1.212121212121212e+00,1.772223256871258e+00,1.772223256871258e+00,1.772223271164004e+00,1.772223271164004e+00
1.313131313131313e+00,1.844113490597025e+00,1.844113490597025e+00,1.844113473445730e+00,1.844113473445730e+00
1.325757575757576e+00,1.852624517618366e+00,1.852624517618366e+00,1.852624509042718e+00,1.852624509042718e+00
1.328914141414141e+00,1.854736585226814e+00,1.854736585226814e+00,1.854736585226814e+00,1.854736585226814e+00
1.329703282828283e+00,1.855263630222222e+00,1.855263630222222e+00,1.855263630222222e+00,1.855263630222222e+00
1.330097853535354e+00,1.855527016938843e+00,1.855527016938843e+00,1.855527016938843e+00,1.855527016938843e+00
1.330196496212121e+00,1.855592863617998e+00,1.855592863617998e+00,1.855592863617998e+00,1.855592863617998e+00
1.330295138888889e+00,1.410287200309786e+01,1.855658653126171e+00,1.855658681711662e+00,1.855658681711662e+00
1.330492424242424e+00,1.410394817309385e+01,1.855790289313499e+00,1.855790289313499e+00,1.855790289313499e+00
1.332070707070707e+00,1.411200252259438e+01,1.856842428344536e+00,1.856842478369146e+00,1.856842478369146e+00
1.338383838383838e+00,1.414387013394665e+01,1.861035568313241e+00,1.861035534010652e+00,1.861035534010652e+00
1.363636363636364e+00,1.426948546672838e+01,1.877563850872360e+00,1.877563877742721e+00,1.877563877742721e+00
1.414141414141414e+00,1.451211377262487e+01,1.909488663507805e+00,1.909488663507805e+00,1.909488663507805e+00
1.515151515151515e+00,1.496541106966615e+01,1.969133005693297e+00,1.969133050858373e+00,1.969133024273866e+00
1.565656565656566e+00,1.517737289996929e+01,1.997022761843893e+00,1.997022776136639e+00,1.997022797575758e+00
1.568813131313131e+00,1.519031578868481e+01,1.998725768213627e+00,1.998725756779431e+00,1.998725742486685e+00
1.570391414141414e+00,1.519677409472200e+01,1.999575553410469e+00,1.999575549122645e+00,1.999575529112801e+00
1.570588699494950e+00,1.519758080329861e+01,1.999681641314968e+00,1.999681675617558e+00,1.999681677046832e+00
1.570687342171718e+00,1.519798403223954e+01,1.999734703133150e+00,1.519790042425124e+01,1.999734710279523e+00
1.570785984848485e+00,1.519838733235835e+01,1.999787800683196e+00,1.519833728202167e+01,1.999787800683196e+00
1.571180555555556e+00,1.519999999285363e+01,1.999999976492195e+00,1.519999999285363e+01,1.999999976492195e+00
1.571969696969697e+00,1.520322361843870e+01,2.000424185182736e+00,1.520322361843870e+01,2.000424166602167e+00
1.578282828282828e+00,1.522893489888264e+01,2.003807228050689e+00,1.522893489888264e+01,2.003807206611570e+00
1.590909090909091e+00,1.527994292155169e+01,2.010518794108357e+00,1.527994292155169e+01,2.010518801254729e+00
1.616161616161616e+00,1.538033144308246e+01,2.023727813747658e+00,1.538033144308246e+01,2.023727792308540e+00
1.641414141414141e+00,1.547860439585381e+01,2.036658475019284e+00,1.547860439585381e+01,2.036658467872911e+00
1.654040404040404e+00,1.552696781693297e+01,2.043022069891644e+00,1.552696781693297e+01,2.043022069891644e+00
1.660353535353535e+00,1.555095948112162e+01,2.046178908620753e+00,1.555095948112162e+01,2.046178872888889e+00
1.663510101010101e+00,1.556290836797826e+01,2.047751146372819e+00,1.556290836797826e+01,2.047751110640954e+00
1.664299242424242e+00,1.556589060795592e+01,2.048143482240587e+00,1.556589060795592e+01,2.048143489386960e+00
1.664496527777778e+00,1.556663590317723e+01,2.048241566207529e+00,1.556663590317723e+01,2.048241576784160e+00
1.664595170454545e+00,1.556700853363659e+01,2.048290590325069e+00,1.556700853363659e+01,2.048290626056933e+00
1.664693813131313e+00,1.556738106976382e+01,2.048339650174472e+00,1.556738106976382e+01,1.556712593281998e+01
1.665088383838384e+00,1.556887110993572e+01,2.048535639449036e+00,1.556887110993572e+01,1.556874444047750e+01
1.666666666666667e+00,1.557482607521029e+01,2.049319203496786e+00,1.557482607521029e+01,1.557482607521029e+01
1.679292929292929e+00,1.562218671010909e+01,2.055550876326905e+00,1.562218671010909e+01,1.562218671010909e+01
1.682449494949495e+00,1.563394998708305e+01,2.057098709215795e+00,1.563394998708305e+01,1.563394998708305e+01
1.683238636363636e+00,1.563688605577521e+01,2.057485006398531e+00,1.563688605577521e+01,1.563688605577521e+01
1.683633207070707e+00,1.563835341621833e+01,2.057678101392103e+00,1.563835341621833e+01,1.563835341621833e+01
1.683830492424242e+00,1.563908692992940e+01,2.057774613157024e+00,1.563908692992940e+01,1.563908692992940e+01
1.683929135101010e+00,1.563945358745036e+01,1.563916170671603e+01,1.563945358745036e+01,1.563945358745036e+01
1.684027777777778e+00,1.563982025068841e+01,1.563956029280147e+01,1.563982025068841e+01,1.563982025068841e+01
1.685606060606061e+00,1.564568287625051e+01,1.564568287625051e+01,1.564568287625051e+01,1.564568287625051e+01
1.691919191919192e+00,1.566905747973172e+01,1.566905747973172e+01,1.566905747973172e+01,1.566905747973172e+01
1.717171717171717e+00,1.576135834023141e+01,1.576135834023141e+01,1.576135834023141e+01,1.576135834023141e+01
1.818181818181818e+00,1.611237062876033e+01,1.611237062876033e+01,1.611237062876033e+01,1.611237062876033e+01
1.919191919191919e+00,1.643672394519743e+01,1.643672394519743e+01,1.643672394519743e+01,1.643672394519743e+01
2.020202020202020e+00,1.673732478368558e+01,1.673732478368558e+01,1.673732478368558e+01,1.673732478368558e+01
2.121212121212121e+00,1.701669562087787e+01,1.701669562087787e+01,1.701669562087787e+01,1.701669562087787e+01
2.222222222222222e+00,1.727703000017925e+01,1.727703000017925e+01,1.727703000017925e+01,1.727703000017925e+01
2.323232323232323e+00,1.752024059110376e+01,1.752024059110376e+01,1.752024059110376e+01,1.752024059110376e+01
2.424242424242424e+00,1.774800067396878e+01,1.774800067396878e+01,1.774800067396878e+01,1.774800067396878e+01
2.525252525252525e+00,1.796177705608815e+01,1.796177705608815e+01,1.796177705608815e+01,1.796177705608815e+01
