,Domain_1,Domain_2,Domain_3,Domain_4
0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1.010101010101010e-01,2.340949850505051e-01,2.340949850505051e-01,2.340949850505051e-01,2.340949850505051e-01
2.020202020202020e-01,4.510090178879707e-01,4.510090178879707e-01,4.510090178879707e-01,4.510090178879707e-01
3.030303030303030e-01,6.503167106703399e-01,6.503167106703399e-01,6.503167106703399e-01,6.503167106703399e-01
4.040404040404040e-01,8.320916684649552e-01,8.320916710376494e-01,8.320916684649552e-01,8.320916710376494e-01
5.050505050505051e-01,9.968763844384207e-01,9.968764187410103e-01,9.968763844384207e-01,9.968764187410103e-01
6.060606060606061e-01,1.145595617242388e+00,1.145595614383839e+00,1.145595617242388e+00,1.145595614383839e+00
7.070707070707071e-01,1.279439033279118e+00,1.279439033279118e+00,1.279439033279118e+00,1.279439033279118e+00
8.080808080808081e-01,1.399740954686060e+00,1.399740937534766e+00,1.399740954686060e+00,1.399740937534766e+00
9.090909090909091e-01,1.507876517965106e+00,1.507876517965106e+00,1.507876517965106e+00,1.507876517965106e+00
1.010101010101010e+00,1.605185031992654e+00,1.605185031992654e+00,1.605185031992654e+00,1.605185031992654e+00
1.111111111111111e+00,1.692920179235262e+00,1.692920179235262e+00,1.692920179235262e+00,1.692920179235262e+00
1.212121212121212e+00,1.772223271164004e+00,1.772223256871258e+00,1.772223271164004e+00,1.772223256871258e+00
1.313131313131313e+00,1.844113473445730e+00,1.844113490597025e+00,1.844113473445730e+00,1.844113490597025e+00
1.325757575757576e+00,1.852624509042718e+00,1.852624517618366e+00,1.852624509042718e+00,1.852624517618366e+00
1.328914141414141e+00,1.854736585226814e+00,1.854736585226814e+00,1.854736585226814e+00,1.854736585226814e+00
1.330492424242424e+00,1.855790289313499e+00,1.855790289313499e+00,1.855790289313499e+00,1.855790289313499e+00
1.331281565656566e+00,1.856316586798310e+00,1.856316541061524e+00,1.856316586798310e+00,1.856316541061524e+00
1.331676136363636e+00,1.856579599044995e+00,1.856579551593079e+00,1.856579599044995e+00,1.856579551593079e+00
1.331873421717172e+00,1.856711007120103e+00,1.856710985109274e+00,1.856711007120103e+00,1.856710985109274e+00
1.331972064393939e+00,1.856776767471074e+00,1.856776767471074e+00,1.856776767471074e+00,1.411138912082982e+01
1.332070707070707e+00,1.856842478369146e+00,1.856842428344536e+00,1.856842478369146e+00,1.411192654607468e+01
1.338383838383838e+00,1.861035534010652e+00,1.861035568313241e+00,1.861035534010652e+00,1.414387013394665e+01
1.363636363636364e+00,1.877563877742721e+00,1.877563866022670e+00,1.877563877742721e+00,1.426948546672838e+01
1.414141414141414e+00,1.909488663507805e+00,1.909488665508790e+00,1.909488663507805e+00,1.451211377262487e+01
1.439393939393939e+00,1.924908730877649e+00,1.924908749458218e+00,1.924908730877649e+00,1.462930642584801e+01
1.442550505050505e+00,1.926811642734251e+00,1.926811642734251e+00,1.926811642734251e+00,1.464376857110850e+01
1.442945075757576e+00,1.927049123849403e+00,1.927049123849403e+00,1.927049123849403e+00,1.464557345102375e+01
1.443142361111111e+00,1.927167832248301e+00,1.927167846541046e+00,1.927167832248301e+00,1.464647568230729e+01
1.443241003787879e+00,1.464692667846171e+01,1.927227218606428e+00,1.927227211460055e+00,1.464692667846171e+01
1.443339646464647e+00,1.464737781468503e+01,1.927286519208081e+00,1.927286544935023e+00,1.464737781468503e+01
1.444128787878788e+00,1.465098433320669e+01,1.927761102680625e+00,1.927761095248397e+00,1.465098433320669e+01
1.445707070707071e+00,1.465818980052605e+01,1.928709190523416e+00,1.928709169084298e+00,1.465818980052605e+01
1.452020202020202e+00,1.468690994547423e+01,1.932488156738292e+00,1.932488156738292e+00,1.468690994547423e+01
1.464646464646465e+00,1.474386588938109e+01,1.939982343522498e+00,1.939982350668871e+00,1.474386588938109e+01
1.477272727272727e+00,1.480018397234777e+01,1.947392589011570e+00,1.947392603304316e+00,1.480018397234777e+01
1.478851010101010e+00,1.480717932229936e+01,1.948313070416162e+00,1.948313070416162e+00,1.480717932229936e+01
1.479640151515151e+00,1.481067349841102e+01,1.948772810872360e+00,1.948772803725987e+00,1.481067349841102e+01
1.479837436868687e+00,1.481154645643636e+01,1.948887695961800e+00,1.948911957897521e+00,1.481154645643636e+01
1.479936079545455e+00,1.481198296403453e+01,1.948945145652893e+00,1.481198296403453e+01,1.481198296403453e+01
1.480034722222222e+00,1.481241950021818e+01,1.949002562470670e+00,1.481241950021818e+01,1.481241950021818e+01
1.480429292929293e+00,1.481416497319376e+01,1.949232212590486e+00,1.481416497319376e+01,1.481416497319376e+01
1.483585858585859e+00,1.482810694055141e+01,1.951066702215170e+00,1.482810694055141e+01,1.482810694055141e+01
1.489898989898990e+00,1.485587426018333e+01,1.954720301040955e+00,1.485587426018333e+01,1.485587426018333e+01
1.515151515151515e+00,1.496541106966615e+01,1.969133041425161e+00,1.496541106966615e+01,1.496541106966615e+01
1.516729797979798e+00,1.497217677321403e+01,1.970023265087236e+00,1.497217677321403e+01,1.497217677321403e+01
1.517124368686869e+00,1.497386683607331e+01,1.970245617331129e+00,1.497386683607331e+01,1.497386683607331e+01
1.517223011363636e+00,1.497428916669708e+01,1.497428916669708e+01,1.497428916669708e+01,1.497428916669708e+01
1.517321654040404e+00,1.497471150875504e+01,1.497471150875504e+01,1.497471150875504e+01,1.497471150875504e+01
1.517518939393939e+00,1.497555619315682e+01,1.497555619315682e+01,1.497555619315682e+01,1.497555619315682e+01
1.518308080808081e+00,1.497893322421010e+01,1.497893322421010e+01,1.497893322421010e+01,1.497893322421010e+01
1.521464646464646e+00,1.499241809384022e+01,1.499241809384022e+01,1.499241809384022e+01,1.499241809384022e+01
1.527777777777778e+00,1.501927657836841e+01,1.501927657836841e+01,1.501927657836841e+01,1.501927657836841e+01
1.540404040404040e+00,1.507255275200294e+01,1.507255275200294e+01,1.507255275200294e+01,1.507255275200294e+01
1.565656565656566e+00,1.517737289996929e+01,1.517737289996929e+01,1.517737289996929e+01,1.517737289996929e+01
1.616161616161616e+00,1.538033144308246e+01,1.538033144308246e+01,1.538033144308246e+01,1.538033144308246e+01
1.717171717171717e+00,1.576135834023141e+01,1.576135834023141e+01,1.576135834023141e+01,1.576135834023141e+01
1.818181818181818e+00,1.611237062876033e+01,1.611237062876033e+01,1.611237062876033e+01,1.611237062876033e+01
1.919191919191919e+00,1.643672394519743e+01,1.643672394519743e+01,1.643672394519743e+01,1.643672394519743e+01
2.020202020202020e+00,1.673732478368558e+01,1.673732478368558e+01,1.673732478368558e+01,1.673732478368558e+01
2.121212121212121e+00,1.701669562087787e+01,1.701669562087787e+01,1.701669562087787e+01,1.701669562087787e+01
2.222222222222222e+00,1.727703000017925e+01,1.727703000017925e+01,1.727703000017925e+01,1.727703000017925e+01
2.323232323232323e+00,1.752024059110376e+01,1.752024059110376e+01,1.752024059110376e+01,1.752024059110376e+01
2.424242424242424e+00,1.774800067396878e+01,1.774800067396878e+01,1.774800067396878e+01,1.774800067396878e+01
2.525252525252525e+00,1.796177705608815e+01,1.796177705608815e+01,1.796177705608815e+01,1.796177705608815e+01
