,Domain_1,Domain_2,Domain_3,Domain_4
0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1.010101010101010e-01,2.340949850505051e-01,2.340949850505051e-01,2.340949850505051e-01,2.340949850505051e-01
2.020202020202020e-01,4.510090178879707e-01,4.510090178879707e-01,4.510090178879707e-01,4.510090178879707e-01
3.030303030303030e-01,6.503167106703399e-01,6.503167106703399e-01,6.503167106703399e-01,6.503167106703399e-01
4.040404040404040e-01,8.320916684649552e-01,8.320916684649552e-01,8.320916684649552e-01,8.320916710376494e-01
5.050505050505051e-01,9.968763844384207e-01,9.968763844384207e-01,9.968763844384207e-01,9.968764187410103e-01
6.060606060606061e-01,1.145595617242388e+00,1.145595617242388e+00,1.145595617242388e+00,1.145595614383839e+00
7.070707070707071e-01,1.279439033279118e+00,1.279439033279118e+00,1.279439033279118e+00,1.279439033279118e+00
8.080808080808081e-01,1.399740954686060e+00,1.399740954686060e+00,1.399740954686060e+00,1.399740937534766e+00
9.090909090909091e-01,1.507876517965106e+00,1.507876517965106e+00,1.507876517965106e+00,1.507876517965106e+00
1.010101010101010e+00,1.605185031992654e+00,1.605185031992654e+00,1.605185031992654e+00,1.605185031992654e+00
1.111111111111111e+00,1.692920179235262e+00,1.692920179235262e+00,1.692920179235262e+00,1.692920179235262e+00
1.212121212121212e+00,1.772223271164004e+00,1.772223271164004e+00,1.772223271164004e+00,1.772223256871258e+00
1.313131313131313e+00,1.844113473445730e+00,1.844113473445730e+00,1.844113473445730e+00,1.844113490597025e+00
1.338383838383838e+00,1.861035534010652e+00,1.861035534010652e+00,1.861035534010652e+00,1.861035568313241e+00
1.351010101010101e+00,1.869348166288338e+00,1.869348166288338e+00,1.869348166288338e+00,1.869348166288338e+00
1.357323232323232e+00,1.873468003052488e+00,1.873468003052488e+00,1.873468003052488e+00,1.873468050218549e+00
1.358901515151515e+00,1.874494219330762e+00,1.874494219330762e+00,1.874494219330762e+00,1.874494230764959e+00
1.359000157828283e+00,1.874558300855831e+00,1.874558300855831e+00,1.874558300855831e+00,1.874558310860753e+00
1.359098800505051e+00,1.874622403820018e+00,1.424712170053113e+01,1.874622403820018e+00,1.874622403820018e+00
1.359296085858586e+00,1.874750538284665e+00,1.424810412812459e+01,1.874750538284665e+00,1.874750538284665e+00
1.359690656565657e+00,1.875006750042975e+00,1.425005145611754e+01,1.875006750042975e+00,1.875006750042975e+00
1.360479797979798e+00,1.875518923436547e+00,1.425394397819651e+01,1.875518923436547e+00,1.875518956881572e+00
1.363636363636364e+00,1.877563877742721e+00,1.426948546672838e+01,1.877563877742721e+00,1.877563866022670e+00
1.376262626262626e+00,1.885684295745822e+00,1.433120066339027e+01,1.885684295745822e+00,1.885684274306703e+00
1.379419191919192e+00,1.887699665783654e+00,1.434651761288815e+01,1.887699665783654e+00,1.887699665783654e+00
1.380997474747475e+00,1.888705224756657e+00,1.435415938656382e+01,1.888705224756657e+00,1.888705191883342e+00
1.381392045454546e+00,1.888956348297520e+00,1.435606817130961e+01,1.888956348297520e+00,1.888956341151148e+00
1.381490688131313e+00,1.889019106600198e+00,1.435654523886134e+01,1.889019106600198e+00,1.889019122036364e+00
1.381589330808081e+00,1.435697325371004e+01,1.435702226639339e+01,1.889081874336088e+00,1.889081876337073e+00
1.381786616161616e+00,1.435797626428650e+01,1.435797626428650e+01,1.889207386081910e+00,1.889207386081910e+00
1.382575757575758e+00,1.436179027402684e+01,1.436179027402684e+01,1.889709218674013e+00,1.889709218674013e+00
1.388888888888889e+00,1.439220292360698e+01,1.439220292360698e+01,1.893710901597796e+00,1.893710910459298e+00
1.414141414141414e+00,1.451211377262487e+01,1.451211377262487e+01,1.909488663507805e+00,1.909488665508790e+00
1.464646464646465e+00,1.474386588938109e+01,1.474386588938109e+01,1.939982350668871e+00,1.939982343522498e+00
1.477272727272727e+00,1.480018397234777e+01,1.480018397234777e+01,1.947392596157943e+00,1.947392589011570e+00
1.483585858585859e+00,1.482810694055141e+01,1.482810694055141e+01,1.951066689351699e+00,1.951066702215170e+00
1.485164141414141e+00,1.483506345282527e+01,1.483506345282527e+01,1.951982068246098e+00,1.951982025367861e+00
1.485361426767677e+00,1.483593209587071e+01,1.483593209587071e+01,1.952096335888926e+00,1.952096353040221e+00
1.485460069444445e+00,1.483636654902961e+01,1.483636654902961e+01,1.952153481144536e+00,1.483636654902961e+01
1.485558712121212e+00,1.483680096188298e+01,1.483680096188298e+01,1.952210680712580e+00,1.483680096188298e+01
1.485953282828283e+00,1.483853792066997e+01,1.483853792066997e+01,1.952439178837098e+00,1.483853792066997e+01
1.486742424242424e+00,1.484201004421853e+01,1.484201004421853e+01,1.952896089329660e+00,1.484201004421853e+01
1.489898989898990e+00,1.485587426018333e+01,1.485587426018333e+01,1.954720279601836e+00,1.485587426018333e+01
1.515151515151515e+00,1.496541106966615e+01,1.496541106966615e+01,1.969133024273866e+00,1.496541106966615e+01
1.616161616161616e+00,1.538033144308246e+01,1.538033144308246e+01,2.023727792308540e+00,1.538033144308246e+01
1.666666666666667e+00,1.557482607521029e+01,1.557482607521029e+01,2.049319239228650e+00,1.557482607521029e+01
1.666765309343434e+00,1.557519797245179e+01,1.557519797245179e+01,2.049368191882461e+00,1.557519797245179e+01
1.666863952020202e+00,1.557556976249771e+01,1.557556976249771e+01,1.557530442053348e+01,1.557556976249771e+01
1.667061237373737e+00,1.557631354983434e+01,1.557631354983434e+01,1.557611226509752e+01,1.557631354983434e+01
1.667455808080808e+00,1.557780060996878e+01,1.557780060996878e+01,1.557772772554167e+01,1.557780060996878e+01
1.668244949494949e+00,1.558077313802579e+01,1.558077313802579e+01,1.558077313802579e+01,1.558077313802579e+01
1.669823232323232e+00,1.558671244130968e+01,1.558671244130968e+01,1.558671244130968e+01,1.558671244130968e+01
1.672979797979798e+00,1.559856798796165e+01,1.559856798796165e+01,1.559856798796165e+01,1.559856798796165e+01
1.679292929292929e+00,1.562218671010909e+01,1.562218671010909e+01,1.562218671010909e+01,1.562218671010909e+01
1.691919191919192e+00,1.566905747973172e+01,1.566905747973172e+01,1.566905747973172e+01,1.566905747973172e+01
1.717171717171717e+00,1.576135834023141e+01,1.576135834023141e+01,1.576135834023141e+01,1.576135834023141e+01
1.818181818181818e+00,1.611237062876033e+01,1.611237062876033e+01,1.611237062876033e+01,1.611237062876033e+01
1.919191919191919e+00,1.643672394519743e+01,1.643672394519743e+01,1.643672394519743e+01,1.643672394519743e+01
2.020202020202020e+00,1.673732478368558e+01,1.673732478368558e+01,1.673732478368558e+01,1.673732478368558e+01
2.121212121212121e+00,1.701669562087787e+01,1.701669562087787e+01,1.701669562087787e+01,1.701669562087787e+01
2.222222222222222e+00,1.727703000017925e+01,1.727703000017925e+01,1.727703000017925e+01,1.727703000017925e+01
2.323232323232323e+00,1.752024059110376e+01,1.752024059110376e+01,1.752024059110376e+01,1.752024059110376e+01
2.424242424242424e+00,1.774800067396878e+01,1.774800067396878e+01,1.774800067396878e+01,1.774800067396878e+01
2.525252525252525e+00,1.796177705608815e+01,1.796177705608815e+01,1.796177705608815e+01,1.796177705608815e+01
