,Domain_1,Domain_2
0.000000000000000e+00,-1.260041557391826e+01,-1.352750069072690e+01
1.010101010101010e-01,-1.261238009465493e+01,-1.353946521146356e+01
2.020202020202020e-01,-1.264712848328326e+01,-1.357421360009189e+01
3.030303030303030e-01,-1.270289965718290e+01,-1.362998477399153e+01
4.040404040404040e-01,-1.277791473909593e+01,-1.370499985590457e+01
5.050505050505051e-01,-1.287042649332573e+01,-1.379751161013436e+01
6.060606060606061e-01,-1.297876268848139e+01,-1.390584780529002e+01
7.070707070707071e-01,-1.310135892457825e+01,-1.402844404138688e+01
8.080808080808081e-01,-1.323677924001414e+01,-1.416386435682278e+01
9.090909090909091e-01,-1.338372527994434e+01,-1.431081039675297e+01
1.010101010101010e+00,-1.354103631348519e+01,-1.446812143029383e+01
1.111111111111111e+00,-1.370768287931486e+01,-1.463476799612349e+01
1.212121212121212e+00,-1.388275662225939e+01,-1.480984173906802e+01
1.313131313131313e+00,-1.406545833024434e+01,-1.499254344705297e+01
1.414141414141414e+00,-1.425508556777926e+01,-1.518217068458789e+01
1.515151515151515e+00,-1.445102077463921e+01,-1.537810589144785e+01
1.540404040404040e+00,-1.450092500905677e+01,-1.542801012586540e+01
1.543560606060606e+00,-1.450718795501792e+01,-1.543427307182655e+01
1.544349747474747e+00,-1.450875454937176e+01,-1.543583966618039e+01
1.544547032828283e+00,-1.450914625151255e+01,-1.543623136832119e+01
1.544645675505051e+00,-1.450934211061329e+01,-1.543642722742192e+01
1.544744318181818e+00,-1.450933024877351e+01,-1.543662309187560e+01
1.545138888888889e+00,-1.451528493487640e+01,-1.543740660321063e+01
1.546717171717172e+00,-1.453911018364290e+01,-1.544054150436412e+01
1.553030303030303e+00,-1.463451499733689e+01,-1.545309476932386e+01
1.565656565656566e+00,-1.482582002215897e+01,-1.547826648311623e+01
1.590909090909091e+00,-1.521038675396334e+01,-1.552886736887997e+01
1.603535353535353e+00,-1.540363447399124e+01,-1.555429470046259e+01
1.609848484848485e+00,-1.550049641572490e+01,-1.556703969279596e+01
1.613005050505051e+00,-1.554898653657962e+01,-1.557341997185579e+01
1.613794191919192e+00,-1.556111521045936e+01,-1.557501584999786e+01
1.614188762626263e+00,-1.556718046782374e+01,-1.557581391017739e+01
1.614386047979798e+00,-1.557021332652267e+01,-1.557621297053251e+01
1.614484690656566e+00,-1.557172981336516e+01,-1.557172983389494e+01
1.614583333333333e+00,-1.557324633853206e+01,-1.557324634913794e+01
