,Domain_1,Domain_2
0.000000000000000e+00,-1.425600821225548e+01,-1.617393390656346e+01
1.010101010101010e-01,-1.426797273299215e+01,-1.618589842730013e+01
2.020202020202020e-01,-1.430272112162048e+01,-1.622064681592846e+01
3.030303030303030e-01,-1.435849229552012e+01,-1.627641798982810e+01
4.040404040404040e-01,-1.443350737743315e+01,-1.635143307174113e+01
5.050505050505051e-01,-1.452601913166295e+01,-1.644394482597093e+01
6.060606060606061e-01,-1.463435532681860e+01,-1.655228102112659e+01
7.070707070707071e-01,-1.475695156291546e+01,-1.667487725722345e+01
8.080808080808081e-01,-1.489237187835136e+01,-1.681029757265934e+01
9.090909090909091e-01,-1.503931791828155e+01,-1.695724361258954e+01
1.010101010101010e+00,-1.519662895182241e+01,-1.711455464613039e+01
1.111111111111111e+00,-1.536327551765208e+01,-1.728120121196006e+01
1.212121212121212e+00,-1.553834926059661e+01,-1.745627495490459e+01
1.313131313131313e+00,-1.572105096858156e+01,-1.763897666288954e+01
1.414141414141414e+00,-1.591067820611648e+01,-1.782860390042446e+01
1.515151515151515e+00,-1.610661341297643e+01,-1.802453910728441e+01
1.616161616161616e+00,-1.630831294261364e+01,-1.822623863692162e+01
1.666666666666667e+00,-1.641117220999381e+01,-1.832909790430179e+01
1.667455808080808e+00,-1.641278956709815e+01,-1.833071526140613e+01
1.667850378787879e+00,-1.641359836144756e+01,-1.833152405575554e+01
1.668047664141414e+00,-1.641400278756054e+01,-1.833192848186853e+01
1.668146306818182e+00,-1.641420500785024e+01,-1.833213070215822e+01
1.668244949494949e+00,-1.640383265671105e+01,-1.833233292726951e+01
1.669823232323232e+00,-1.642842811207159e+01,-1.833556918446762e+01
1.672979797979798e+00,-1.647764731302842e+01,-1.834204539511983e+01
1.679292929292929e+00,-1.657619774006892e+01,-1.835501255657253e+01
1.691919191919192e+00,-1.677374398550382e+01,-1.838100548360344e+01
1.717171717171717e+00,-1.717059667290923e+01,-1.843322294247257e+01
1.767676767676768e+00,-1.797117661815631e+01,-1.853856240895245e+01
1.792929292929293e+00,-1.837481203323252e+01,-1.859167233198880e+01
1.805555555555555e+00,-1.857744667275331e+01,-1.861833478455732e+01
1.807133838383838e+00,-1.860281390041975e+01,-1.862167257767133e+01
1.807528409090909e+00,-1.860915701820149e+01,-1.862250719843208e+01
1.807725694444444e+00,-1.861232877361048e+01,-1.862292453467010e+01
1.807824337121212e+00,-1.861391470043564e+01,-1.861391476698073e+01
1.807922979797980e+00,-1.861550066000453e+01,-1.861550070815082e+01
1.808712121212121e+00,-1.862818951502570e+01,-1.862818951502570e+01
1.811868686868687e+00,-1.867896586355234e+01,-1.867896586355234e+01
1.818181818181818e+00,-1.878061874839972e+01,-1.878061874839972e+01
1.919191919191919e+00,-2.042472394525037e+01,-2.042472394525037e+01
2.020202020202020e+00,-2.210036973019962e+01,-2.210036973019962e+01
2.121212121212121e+00,-2.380528724751337e+01,-2.380528724751337e+01
2.222222222222222e+00,-2.553744538110080e+01,-2.553744538110080e+01
2.323232323232323e+00,-2.729502004588835e+01,-2.729502004588835e+01
2.424242424242424e+00,-2.907636793989579e+01,-2.907636793989579e+01
2.525252525252525e+00,-3.088000408369007e+01,-3.088000408369007e+01
2.626262626262626e+00,-3.270458256739086e+01,-3.270458256739086e+01
2.727272727272727e+00,-3.454888001144976e+01,-3.454888001144976e+01
2.828282828282828e+00,-3.641178132368938e+01,-3.641178132368938e+01
2.929292929292929e+00,-3.829226740110552e+01,-3.829226740110552e+01
3.030303030303030e+00,-4.018940448122321e+01,-4.018940448122321e+01
3.131313131313131e+00,-4.210233489531414e+01,-4.210233489531414e+01
3.232323232323232e+00,-4.403026901564322e+01,-4.403026901564322e+01
3.333333333333333e+00,-4.597247822221766e+01,-4.597247822221766e+01
3.434343434343434e+00,-4.792828874228305e+01,-4.792828874228305e+01
3.535353535353535e+00,-4.989707623894412e+01,-4.989707623894412e+01
3.636363636363636e+00,-5.187826104456072e+01,-5.187826104456072e+01
3.737373737373737e+00,-5.387130395063768e+01,-5.387130395063768e+01
3.838383838383838e+00,-5.587570247933886e+01,-5.587570247933886e+01
3.939393939393939e+00,-5.789098757297067e+01,-5.789098757297067e+01
4.040404040404041e+00,-5.991672064717473e+01,-5.991672064717473e+01
4.141414141414141e+00,-6.195249096145558e+01,-6.195249096145558e+01
4.242424242424242e+00,-6.399791326730612e+01,-6.399791326730612e+01
