,Domain_1,Domain_2
0.000000000000000e+00,-9.514929280877633e+00,-9.899361595388831e+00
1.010101010101010e-01,-9.526893801614298e+00,-9.911326116125496e+00
2.020202020202020e-01,-9.561642190242628e+00,-9.946074504753826e+00
3.030303030303030e-01,-9.617413364142269e+00,-1.000184567865347e+01
4.040404040404040e-01,-9.692428446055303e+00,-1.007686076056650e+01
5.050505050505051e-01,-9.784940200285098e+00,-1.016937251479630e+01
6.060606060606061e-01,-9.893276395440756e+00,-1.027770870995195e+01
7.070707070707071e-01,-1.001587263153762e+01,-1.040030494604881e+01
8.080808080808081e-01,-1.015129294697351e+01,-1.053572526148471e+01
9.090909090909091e-01,-1.029823898690370e+01,-1.068267130141490e+01
1.010101010101010e+00,-1.045555002044456e+01,-1.083998233495576e+01
1.111111111111111e+00,-1.062219658627423e+01,-1.100662890078543e+01
1.212121212121212e+00,-1.079727032921876e+01,-1.118170264372996e+01
1.262626262626263e+00,-1.088771371475432e+01,-1.127214602926551e+01
1.287878787878788e+00,-1.093362144217443e+01,-1.131805375668563e+01
1.294191919191919e+00,-1.094516798550426e+01,-1.132960030001546e+01
1.297348484848485e+00,-1.095095158463029e+01,-1.133538389914149e+01
1.298926767676768e+00,-1.095384595707478e+01,-1.133827827158597e+01
1.299715909090909e+00,-1.095529378539865e+01,-1.133972609990985e+01
1.299913194444445e+00,-1.095565580931120e+01,-1.134008812382240e+01
1.300011837121212e+00,-1.095089741560072e+01,-1.134026914579999e+01
1.300110479797980e+00,-1.095227321958785e+01,-1.134045017445762e+01
1.300505050505051e+00,-1.095777697970368e+01,-1.134117435587616e+01
1.313131313131313e+00,-1.113432494807818e+01,-1.136440435171491e+01
1.325757575757576e+00,-1.131169449756891e+01,-1.138774245033211e+01
1.328914141414141e+00,-1.135616411964256e+01,-1.139359371639443e+01
1.330492424242424e+00,-1.137841791262118e+01,-1.139652184704951e+01
1.331281565656566e+00,-1.138954954642925e+01,-1.139798653570847e+01
1.331478851010101e+00,-1.139233294795773e+01,-1.139835277275169e+01
1.331577493686869e+00,-1.139372472265844e+01,-1.139853590100178e+01
1.331676136363636e+00,-1.139511654664407e+01,-1.139511656324790e+01
1.332070707070707e+00,-1.140068433534497e+01,-1.140068433534497e+01
1.338383838383838e+00,-1.148987595194910e+01,-1.148987595194910e+01
1.363636363636364e+00,-1.184863664045626e+01,-1.184863664045626e+01
1.414141414141414e+00,-1.257549195334357e+01,-1.257549195334357e+01
1.515151515151515e+00,-1.406459952547923e+01,-1.406459952547923e+01
1.616161616161616e+00,-1.559751595072201e+01,-1.559751595072201e+01
1.717171717171717e+00,-1.717059667290923e+01,-1.717059667290923e+01
1.818181818181818e+00,-1.878061874839972e+01,-1.878061874839972e+01
1.919191919191919e+00,-2.042472394525037e+01,-2.042472394525037e+01
2.020202020202020e+00,-2.210036973019962e+01,-2.210036973019962e+01
2.121212121212121e+00,-2.380528724751337e+01,-2.380528724751337e+01
2.222222222222222e+00,-2.553744538110080e+01,-2.553744538110080e+01
2.323232323232323e+00,-2.729502004588835e+01,-2.729502004588835e+01
2.424242424242424e+00,-2.907636793989579e+01,-2.907636793989579e+01
2.525252525252525e+00,-3.088000408369007e+01,-3.088000408369007e+01
2.626262626262626e+00,-3.270458256739086e+01,-3.270458256739086e+01
2.727272727272727e+00,-3.454888001144976e+01,-3.454888001144976e+01
2.828282828282828e+00,-3.641178132368938e+01,-3.641178132368938e+01
2.929292929292929e+00,-3.829226740110552e+01,-3.829226740110552e+01
3.030303030303030e+00,-4.018940448122321e+01,-4.018940448122321e+01
3.131313131313131e+00,-4.210233489531414e+01,-4.210233489531414e+01
3.232323232323232e+00,-4.403026901564322e+01,-4.403026901564322e+01
3.333333333333333e+00,-4.597247822221766e+01,-4.597247822221766e+01
3.434343434343434e+00,-4.792828874228305e+01,-4.792828874228305e+01
3.535353535353535e+00,-4.989707623894412e+01,-4.989707623894412e+01
3.636363636363636e+00,-5.187826104456072e+01,-5.187826104456072e+01
3.737373737373737e+00,-5.387130395063768e+01,-5.387130395063768e+01
3.838383838383838e+00,-5.587570247933886e+01,-5.587570247933886e+01
3.939393939393939e+00,-5.789098757297067e+01,-5.789098757297067e+01
4.040404040404041e+00,-5.991672064717473e+01,-5.991672064717473e+01
4.141414141414141e+00,-6.195249096145558e+01,-6.195249096145558e+01
