,Domain_1,Domain_2
0.000000000000000e+00,-1.310700202030262e+01,-9.619684711059135e+00
1.010101010101010e-01,-1.311896654103929e+01,-9.631649231795800e+00
2.020202020202020e-01,-1.315371492966762e+01,-9.666397620424130e+00
3.030303030303030e-01,-1.320948610356726e+01,-9.722168794323771e+00
4.040404040404040e-01,-1.328450118548029e+01,-9.797183876236804e+00
5.050505050505051e-01,-1.337701293971009e+01,-9.889695630466599e+00
6.060606060606061e-01,-1.348534913486574e+01,-9.998031825622258e+00
7.070707070707071e-01,-1.360794537096261e+01,-1.012062806171912e+01
8.080808080808081e-01,-1.374336568639850e+01,-1.025604837715501e+01
9.090909090909091e-01,-1.389031172632869e+01,-1.040299441708521e+01
1.010101010101010e+00,-1.404762275986955e+01,-1.056030545062606e+01
1.111111111111111e+00,-1.421426932569922e+01,-1.072695201645573e+01
1.212121212121212e+00,-1.438934306864375e+01,-1.090202575940026e+01
1.262626262626263e+00,-1.447978645417930e+01,-1.099246914493582e+01
1.287878787878788e+00,-1.452569418159942e+01,-1.103837687235594e+01
1.300505050505051e+00,-1.454881478078995e+01,-1.106149747154646e+01
1.306818181818182e+00,-1.456041618548402e+01,-1.107309887624053e+01
1.308396464646465e+00,-1.456332079085479e+01,-1.107600348161131e+01
1.308495107323232e+00,-1.456350238504980e+01,-1.107618507580631e+01
1.308593750000000e+00,-1.456368398587161e+01,-1.107078297937305e+01
1.308791035353535e+00,-1.456404720739323e+01,-1.107354343525673e+01
1.309185606060606e+00,-1.456477372993114e+01,-1.107906499317671e+01
1.309974747474747e+00,-1.456622709284790e+01,-1.109011055134414e+01
1.313131313131313e+00,-1.457204477662870e+01,-1.113432494807818e+01
1.414141414141414e+00,-1.476167201416362e+01,-1.257549195334357e+01
1.515151515151515e+00,-1.495760722102357e+01,-1.406459952547923e+01
1.565656565656566e+00,-1.505776781269196e+01,-1.482582002215897e+01
1.578282828282828e+00,-1.508302565498424e+01,-1.501777962358031e+01
1.581439393939394e+00,-1.508935346414987e+01,-1.506587097323908e+01
1.582228535353535e+00,-1.509093624679040e+01,-1.507790012130707e+01
