,Domain_1,Domain_2
0.000000000000000e+00,-1.348178937693105e+01,-1.185826921694226e+01
1.010101010101010e-01,-1.349375389766771e+01,-1.187023373767892e+01
2.020202020202020e-01,-1.352850228629604e+01,-1.190498212630725e+01
3.030303030303030e-01,-1.358427346019568e+01,-1.196075330020689e+01
4.040404040404040e-01,-1.365928854210872e+01,-1.203576838211993e+01
5.050505050505051e-01,-1.375180029633851e+01,-1.212828013634972e+01
6.060606060606061e-01,-1.386013649149417e+01,-1.223661633150538e+01
7.070707070707071e-01,-1.398273272759103e+01,-1.235921256760224e+01
8.080808080808081e-01,-1.411815304302693e+01,-1.249463288303814e+01
9.090909090909091e-01,-1.426509908295712e+01,-1.264157892296833e+01
1.010101010101010e+00,-1.442241011649797e+01,-1.279888995650919e+01
1.111111111111111e+00,-1.458905668232764e+01,-1.296553652233886e+01
1.212121212121212e+00,-1.476413042527217e+01,-1.314061026528338e+01
1.313131313131313e+00,-1.494683213325712e+01,-1.332331197326834e+01
1.414141414141414e+00,-1.513645937079204e+01,-1.351293921080325e+01
1.464646464646465e+00,-1.523367406747132e+01,-1.361015390748254e+01
1.477272727272727e+00,-1.525821566369108e+01,-1.363469550370229e+01
1.483585858585859e+00,-1.527052141732923e+01,-1.364700125734044e+01
1.486742424242424e+00,-1.527668297605778e+01,-1.365316281606899e+01
1.487531565656566e+00,-1.527822426736977e+01,-1.365470410738098e+01
1.487630208333333e+00,-1.527841695411188e+01,-1.365489679412309e+01
1.487728851010101e+00,-1.527860964648081e+01,-1.365583404857822e+01
1.487926136363636e+00,-1.527899504809721e+01,-1.365876310086287e+01
1.488320707070707e+00,-1.527976591883040e+01,-1.366462171843505e+01
1.489898989898990e+00,-1.528285030119288e+01,-1.368806302438992e+01
1.515151515151515e+00,-1.533239457765200e+01,-1.406459952547923e+01
1.565656565656566e+00,-1.543255516932038e+01,-1.482582002215897e+01
1.590909090909091e+00,-1.548315605508412e+01,-1.521038675396334e+01
1.603535353535353e+00,-1.550858338666674e+01,-1.540363447399124e+01
1.609848484848485e+00,-1.552132837900011e+01,-1.550049641572490e+01
1.610637626262626e+00,-1.552292296330757e+01,-1.551261525646155e+01
1.610834911616162e+00,-1.552332165998383e+01,-1.551564535120116e+01
1.610933554292930e+00,-1.552352101590955e+01,-1.551716045623665e+01
1.611032196969697e+00,-1.551867562361985e+01,-1.551867559971166e+01
1.611426767676768e+00,-1.552473655794281e+01,-1.552473655794281e+01
1.613005050505051e+00,-1.554898653657962e+01,-1.554898653657962e+01
1.616161616161616e+00,-1.559751595072201e+01,-1.559751595072201e+01
1.717171717171717e+00,-1.717059667290923e+01,-1.717059667290923e+01
1.818181818181818e+00,-1.878061874839972e+01,-1.878061874839972e+01
1.919191919191919e+00,-2.042472394525037e+01,-2.042472394525037e+01
2.020202020202020e+00,-2.210036973019962e+01,-2.210036973019962e+01
2.121212121212121e+00,-2.380528724751337e+01,-2.380528724751337e+01
2.222222222222222e+00,-2.553744538110080e+01,-2.553744538110080e+01
2.323232323232323e+00,-2.729502004588835e+01,-2.729502004588835e+01
2.424242424242424e+00,-2.907636793989579e+01,-2.907636793989579e+01
2.525252525252525e+00,-3.088000408369007e+01,-3.088000408369007e+01
2.626262626262626e+00,-3.270458256739086e+01,-3.270458256739086e+01
2.727272727272727e+00,-3.454888001144976e+01,-3.454888001144976e+01
2.828282828282828e+00,-3.641178132368938e+01,-3.641178132368938e+01
2.929292929292929e+00,-3.829226740110552e+01,-3.829226740110552e+01
