,Domain_1,Domain_2,Domain_3,Domain_4,Domain_5,Domain_6
0.000000000000000e+00,-1.314826928929450e+01,-1.190021333120143e+01,-1.051173722827359e+01,-1.186295186994447e+01,-7.972016703147137e+00,-1.185688257996370e+01
2.004008016032064e-02,-1.314874906181374e+01,-1.190069310372066e+01,-1.051221700079282e+01,-1.186343164246371e+01,-7.972496475666372e+00,-1.185736235248293e+01
4.008016032064128e-02,-1.315017971135758e+01,-1.190212375326451e+01,-1.051364765033667e+01,-1.186486229200755e+01,-7.973927125210216e+00,-1.185879300202678e+01
6.012024048096192e-02,-1.315254811768399e+01,-1.190449215959091e+01,-1.051601605666307e+01,-1.186723069833396e+01,-7.976295531536620e+00,-1.186116140835318e+01
8.016032064128256e-02,-1.315584101307986e+01,-1.190778505498679e+01,-1.051930895205895e+01,-1.187052359372983e+01,-7.979588426932495e+00,-1.186445430374906e+01
1.002004008016032e-01,-1.316004499560395e+01,-1.191198903751087e+01,-1.052351293458303e+01,-1.187472757625392e+01,-7.983792409456580e+00,-1.186865828627314e+01
1.202404809619238e-01,-1.316514654293094e+01,-1.191709058483786e+01,-1.052861448191002e+01,-1.187982912358091e+01,-7.988893956783572e+00,-1.187375983360013e+01
1.402805611222445e-01,-1.317113202672776e+01,-1.192307606863469e+01,-1.053459996570685e+01,-1.188581460737774e+01,-7.994879440580400e+00,-1.187974531739696e+01
1.603206412825651e-01,-1.317798772748690e+01,-1.192993176939383e+01,-1.054145566646599e+01,-1.189267030813687e+01,-8.001735141339537e+00,-1.188660101815610e+01
1.803607214428858e-01,-1.318569984973647e+01,-1.193764389164340e+01,-1.054916778871556e+01,-1.190038243038644e+01,-8.009447263589108e+00,-1.189431314040567e+01
2.004008016032064e-01,-1.319425453754283e+01,-1.194619857944976e+01,-1.055772247652192e+01,-1.190893711819280e+01,-8.018001951395467e+00,-1.190286782821203e+01
2.204408817635271e-01,-1.320363789021828e+01,-1.195558193212520e+01,-1.056710582919737e+01,-1.191832047086825e+01,-8.027385304070915e+00,-1.191225118088748e+01
2.404809619238477e-01,-1.321383597814464e+01,-1.196578002005157e+01,-1.057730391712373e+01,-1.192851855879461e+01,-8.037583391997277e+00,-1.192244926881384e+01
2.605210420841683e-01,-1.322483485862283e+01,-1.197677890052976e+01,-1.058830279760192e+01,-1.193951743927280e+01,-8.048582272475466e+00,-1.193344814929203e+01
2.805611222444890e-01,-1.323662059165894e+01,-1.198856463356587e+01,-1.060008853063803e+01,-1.195130317230891e+01,-8.060368005511577e+00,-1.194523388232814e+01
3.006012024048096e-01,-1.324917925559908e+01,-1.200112329750600e+01,-1.061264719457816e+01,-1.196386183624905e+01,-8.072926669451713e+00,-1.195779254626827e+01
3.206412825651302e-01,-1.326249696252791e+01,-1.201444100443484e+01,-1.062596490150700e+01,-1.197717954317788e+01,-8.086244376380547e+00,-1.197111025319711e+01
3.406813627254509e-01,-1.327655987334976e+01,-1.202850391525668e+01,-1.064002781232885e+01,-1.199124245399973e+01,-8.100307287202394e+00,-1.198517316401896e+01
3.607214428857715e-01,-1.329135421247567e+01,-1.204329825438260e+01,-1.065482215145476e+01,-1.200603679312565e+01,-8.115101626328309e+00,-1.199996750314487e+01
3.807615230460922e-01,-1.330686628204568e+01,-1.205881032395261e+01,-1.067033422102477e+01,-1.202154886269565e+01,-8.130613695898317e+00,-1.201547957271488e+01
4.008016032064128e-01,-1.332308247562151e+01,-1.207502651752843e+01,-1.068655041460059e+01,-1.203776505627148e+01,-8.146829889474139e+00,-1.203169576629070e+01
4.208416833667334e-01,-1.333998929129201e+01,-1.209193333319893e+01,-1.070345723027109e+01,-1.205467187194198e+01,-8.163736705144640e+00,-1.204860258196120e+01
4.408817635270541e-01,-1.335757334414077e+01,-1.210951738604769e+01,-1.072104128311986e+01,-1.207225592479074e+01,-8.181320757993404e+00,-1.206618663480997e+01
4.609218436873747e-01,-1.337582137803284e+01,-1.212776541993976e+01,-1.073928931701192e+01,-1.209050395868281e+01,-8.199568791885468e+00,-1.208443466870203e+01
4.809619238476954e-01,-1.339472027668518e+01,-1.214666431859211e+01,-1.075818821566427e+01,-1.210940285733516e+01,-8.218467690537819e+00,-1.210333356735438e+01
5.010020040080160e-01,-1.341425707399330e+01,-1.216620111590022e+01,-1.077772501297238e+01,-1.212893965464327e+01,-8.238004487845933e+00,-1.212287036466249e+01
5.210420841683366e-01,-1.343441896359356e+01,-1.218636300550048e+01,-1.079788690257264e+01,-1.214910154424353e+01,-8.258166377446191e+00,-1.214303225426275e+01
5.410821643286573e-01,-1.345519330764862e+01,-1.220713734955554e+01,-1.081866124662770e+01,-1.216987588829859e+01,-8.278940721501250e+00,-1.216380659831781e+01
5.611222444889780e-01,-1.347656764484978e+01,-1.222851168675670e+01,-1.084003558382886e+01,-1.219125022549975e+01,-8.300315058702413e+00,-1.218518093551898e+01
5.811623246492986e-01,-1.349852969763692e+01,-1.225047373954384e+01,-1.086199763661600e+01,-1.221321227828689e+01,-8.322277111489553e+00,-1.220714298830612e+01
6.012024048096192e-01,-1.352106737864259e+01,-1.227301142054951e+01,-1.088453531762168e+01,-1.223574995929256e+01,-8.344814792495223e+00,-1.222968066931179e+01
6.212424849699398e-01,-1.354416879637237e+01,-1.229611283827930e+01,-1.090763673535146e+01,-1.225885137702234e+01,-8.367916210225005e+00,-1.225278208704157e+01
6.412825651302605e-01,-1.356782226013855e+01,-1.231976630204547e+01,-1.093129019911764e+01,-1.228250484078852e+01,-8.391569673991183e+00,-1.227643555080775e+01
6.613226452905812e-01,-1.359201628426843e+01,-1.234396032617535e+01,-1.095548422324751e+01,-1.230669886491840e+01,-8.415763698121062e+00,-1.230062957493762e+01
6.813627254509018e-01,-1.361673959161241e+01,-1.236868363351934e+01,-1.098020753059150e+01,-1.233142217226239e+01,-8.440487005465050e+00,-1.232535288228161e+01
7.014028056112224e-01,-1.364198111638012e+01,-1.239392515828705e+01,-1.100544905535921e+01,-1.235666369703009e+01,-8.465728530232758e+00,-1.235059440704932e+01
7.214428857715430e-01,-1.366773000633528e+01,-1.241967404824220e+01,-1.103119794531437e+01,-1.238241258698525e+01,-8.491477420187914e+00,-1.237634329700448e+01
