,Domain_1,Domain_2,Domain_3,Domain_4,Domain_5,Domain_6
0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1.010101010101010e-01,6.502638473625140e-02,6.502638473625140e-02,6.502638473625140e-02,6.502638473625140e-02,6.502638473625140e-02,6.502638473625140e-02
2.020202020202020e-01,1.252802827466585e-01,1.252802827466585e-01,1.252802827466585e-01,1.252802827466585e-01,1.252802827466585e-01,1.252802827466585e-01
3.030303030303030e-01,1.806435307417611e-01,1.806435307417611e-01,1.806435307417611e-01,1.806435307417611e-01,1.806435307417611e-01,1.806435307417611e-01
4.040404040404040e-01,2.311365752882359e-01,2.311365752882359e-01,2.311365745735987e-01,2.311365752882359e-01,2.311365745735987e-01,2.311365752882359e-01
5.050505050505051e-01,2.769101163169473e-01,2.769101163169473e-01,2.769101067884502e-01,2.769101163169473e-01,2.769101067884502e-01,2.769101163169473e-01
6.060606060606061e-01,3.182210039955107e-01,3.182210039955107e-01,3.182210047895522e-01,3.182210039955107e-01,3.182210047895522e-01,3.182210039955107e-01
7.070707070707071e-01,3.553997314664217e-01,3.553997314664217e-01,3.553997314664217e-01,3.553997314664217e-01,3.553997314664217e-01,3.553997314664217e-01
8.080808080808081e-01,3.888169270929905e-01,3.888169270929905e-01,3.888169318572390e-01,3.888169270929905e-01,3.888169318572390e-01,3.888169270929905e-01
9.090909090909091e-01,4.188545883236405e-01,4.188545883236405e-01,4.188545883236405e-01,4.188545883236405e-01,4.188545883236405e-01,4.188545883236405e-01
1.010101010101010e+00,4.458847311090705e-01,4.458847311090705e-01,4.458847311090705e-01,4.458847311090705e-01,4.458847311090705e-01,4.458847311090705e-01
1.111111111111111e+00,4.702556053431282e-01,4.702556053431282e-01,4.702556053431282e-01,4.702556053431282e-01,4.702556053431282e-01,4.702556053431282e-01
1.212121212121212e+00,4.922842380197939e-01,4.922842380197939e-01,4.922842419900010e-01,4.922842380197939e-01,4.922842419900010e-01,4.922842380197939e-01
1.237373737373737e+00,4.974593593306806e-01,4.974593593306806e-01,4.974593593306806e-01,4.974593593306806e-01,4.974593593306806e-01,4.974593593306806e-01
1.243686868686869e+00,4.987335377532904e-01,4.987335377532904e-01,4.987335476788082e-01,4.987335377532904e-01,4.987335377532904e-01,4.987335377532904e-01
1.245265151515151e+00,4.990508605277013e-01,4.990508605277013e-01,4.990508674358617e-01,4.990508605277013e-01,4.990508724383226e-01,4.990508605277013e-01
1.246054292929293e+00,4.992093595334354e-01,4.992093595334354e-01,4.992093595334354e-01,4.992093595334354e-01,4.992093670768289e-01,4.992093595334354e-01
1.246152935606061e+00,4.992291585593307e-01,4.992291585593307e-01,4.992291684848485e-01,4.992291585593307e-01,4.992291684848485e-01,4.992291585593307e-01
1.246251578282828e+00,4.992489599673502e-01,4.992489599673502e-01,4.992489698928681e-01,4.992489599673502e-01,4.992489617013945e-01,4.992489599673502e-01
1.246448863636364e+00,4.992885607982859e-01,4.992885607982859e-01,4.992885607982859e-01,4.992885607982859e-01,4.992885593591810e-01,4.992885607982859e-01
1.246843434343434e+00,4.993677386389144e-01,4.993677386389144e-01,4.993677386389144e-01,4.993677386389144e-01,4.993677288738728e-01,4.993677386389144e-01
1.250000000000000e+00,4.999999992843179e-01,4.999999992843179e-01,4.999999941230487e-01,4.999999992843179e-01,5.000000001828385e-01,4.999999992843179e-01
1.262626262626263e+00,5.025100281470054e-01,5.025100281470054e-01,5.025100290998551e-01,5.025100281470054e-01,5.025100333500663e-01,5.025100281470054e-01
1.313131313131313e+00,5.122537473880625e-01,5.122537473880625e-01,5.122537426238138e-01,5.122537473880625e-01,5.122537419446994e-01,5.122537473880625e-01
1.414141414141414e+00,5.304135181968860e-01,5.304135181968860e-01,5.304135176410570e-01,5.304135181968860e-01,5.304135150813183e-01,5.304135181968860e-01
1.426767676767677e+00,5.325674129696154e-01,5.325674129696154e-01,5.325674046321804e-01,5.325674129696154e-01,5.325674147353128e-01,5.325674129696154e-01
1.427556818181818e+00,5.327012204632181e-01,5.327012204632181e-01,5.327012184781146e-01,5.327012204632181e-01,5.327012185825937e-01,5.327012204632181e-01
1.427951388888889e+00,5.327680878826241e-01,5.327680878826241e-01,5.327680847064584e-01,5.327680878826241e-01,5.327680826691154e-01,5.327680878826241e-01
1.428148674242424e+00,5.328014979695949e-01,5.328014979695949e-01,5.328015039249056e-01,5.328015034811127e-01,5.328015071115192e-01,5.328014979695949e-01
1.428247316919192e+00,5.328182161147638e-01,5.328182161147638e-01,5.328182224670951e-01,5.328182160625242e-01,5.328182160625242e-01,5.328182161147638e-01
1.428345959595960e+00,5.328349287016426e-01,5.328349287016426e-01,5.328349231433527e-01,5.328349237284360e-01,5.328349237284360e-01,5.328349287016426e-01
1.429924242424243e+00,5.331020577354963e-01,5.331020577354963e-01,5.331020529712478e-01,5.331020601489644e-01,5.331020601489644e-01,5.331020577354963e-01
1.433080808080808e+00,5.336351719865320e-01,5.336351719865320e-01,5.336351719865320e-01,5.336351727910214e-01,5.336351727910214e-01,5.336351719865320e-01
1.439393939393939e+00,5.346968748495051e-01,5.346968748495051e-01,5.346968696882358e-01,5.346968722897664e-01,5.346968722897664e-01,5.346968748495051e-01
1.452020202020202e+00,5.368022657606366e-01,5.368022657606366e-01,5.368022657606366e-01,5.368022640889706e-01,5.368022640889706e-01,5.368022657606366e-01
1.453598484848485e+00,5.370637733782267e-01,5.370637733782267e-01,5.370637638497296e-01,5.370637673706765e-01,5.370637673706765e-01,5.370637733782267e-01
1.453993055555556e+00,5.371290852704826e-01,5.371290852704826e-01,5.371290836823998e-01,5.371290870988675e-01,5.371290870988675e-01,5.371290852704826e-01
1.454190340909091e+00,5.371617402240588e-01,5.371617402240588e-01,5.371617283134374e-01,5.371617380404450e-01,5.371617380404450e-01,5.371617402240588e-01
1.454288983585859e+00,5.371780557902255e-01,5.371780557902255e-01,5.371780657157433e-01,5.371780617977758e-01,5.371780617977758e-01,5.371780617977758e-01
1.454387626262626e+00,5.371943892223243e-01,5.371943892223243e-01,5.371943823935680e-01,5.371943816998266e-01,5.371943816998266e-01,5.371943816998266e-01
1.455176767676768e+00,5.373249038261402e-01,5.373249038261402e-01,5.373249013646118e-01,5.373249014753597e-01,5.373249014753597e-01,5.373249014753597e-01
1.458333333333333e+00,5.378460530639732e-01,5.378460530639732e-01,5.378460614014080e-01,5.378460669074584e-01,5.378460669074584e-01,5.378460669074584e-01
1.464646464646465e+00,5.388839843118050e-01,5.388839843118050e-01,5.388839862969085e-01,5.388839871849812e-01,5.388839871849812e-01,5.388839871849812e-01
1.489898989898990e+00,5.429778614002653e-01,5.429778614002653e-01,5.429778590181410e-01,5.429778603868178e-01,5.429778603868178e-01,5.429778603868178e-01
1.502525252525253e+00,5.449907365599429e-01,5.449907365599429e-01,5.449907365599429e-01,5.449907466421793e-01,5.449907466421793e-01,5.449907466421793e-01
1.505681818181818e+00,5.454904809025037e-01,5.454904809025037e-01,5.454904784409753e-01,5.454904791723294e-01,5.454904791723294e-01,5.454904791723294e-01
1.507260101010101e+00,5.457398272992552e-01,5.457398272992552e-01,5.457398272992552e-01,5.457398275604530e-01,5.457398275604530e-01,5.457398275604530e-01
1.507457386363637e+00,5.457709679364309e-01,5.457709679364309e-01,5.457709735741251e-01,5.457709700845219e-01,5.457709700845219e-01,5.457709700845219e-01
1.507556029040404e+00,5.457865467115599e-01,5.457865467115599e-01,5.457865391681663e-01,5.457865409861035e-01,5.457865409861035e-01,5.457865409861035e-01
1.507654671717172e+00,5.458021062667076e-01,5.458021142907049e-01,5.458021099234771e-01,5.458021062667076e-01,5.458021062667076e-01,5.458021062667076e-01
1.508049242424243e+00,5.458643713384348e-01,5.458643726966637e-01,5.458643738877258e-01,5.458643713384348e-01,5.458643713384348e-01,5.458643713384348e-01
1.508838383838384e+00,5.459888269360269e-01,5.459888295584533e-01,5.459888287644118e-01,5.459888269360269e-01,5.459888269360269e-01,5.459888269360269e-01
1.515151515151515e+00,5.469813987451076e-01,5.469814003958779e-01,5.469814030162147e-01,5.469813987451076e-01,5.469813987451076e-01,5.469813987451076e-01
