,Domain_1,Domain_2,Domain_3,Domain_4,Domain_5,Domain_6
0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1.010101010101010e-01,2.340949850505051e-01,2.340949850505051e-01,2.340949850505051e-01,2.340949850505051e-01,2.340949850505051e-01,2.340949850505051e-01
2.020202020202020e-01,4.510090178879707e-01,4.510090178879707e-01,4.510090178879707e-01,4.510090178879707e-01,4.510090178879707e-01,4.510090178879707e-01
3.030303030303030e-01,6.503167106703399e-01,6.503167106703399e-01,6.503167106703399e-01,6.503167106703399e-01,6.503167106703399e-01,6.503167106703399e-01
4.040404040404040e-01,8.320916684649552e-01,8.320916710376494e-01,8.320916684649552e-01,8.320916710376494e-01,8.320916684649552e-01,8.320916684649552e-01
5.050505050505051e-01,9.968763844384207e-01,9.968764187410103e-01,9.968763844384207e-01,9.968764187410103e-01,9.968763844384207e-01,9.968763844384207e-01
6.060606060606061e-01,1.145595617242388e+00,1.145595578651974e+00,1.145595617242388e+00,1.145595614383839e+00,1.145595617242388e+00,1.145595617242388e+00
7.070707070707071e-01,1.279439033279118e+00,1.279439066152433e+00,1.279439033279118e+00,1.279439033279118e+00,1.279439033279118e+00,1.279439033279118e+00
8.080808080808081e-01,1.399740954686060e+00,1.399740960403159e+00,1.399740954686060e+00,1.399740937534766e+00,1.399740954686060e+00,1.399740954686060e+00
9.090909090909091e-01,1.507876517965106e+00,1.507876517965106e+00,1.507876517965106e+00,1.507876517965106e+00,1.507876517965106e+00,1.507876517965106e+00
1.010101010101010e+00,1.605185031992654e+00,1.605185031992654e+00,1.605185031992654e+00,1.605185031992654e+00,1.605185031992654e+00,1.605185031992654e+00
1.111111111111111e+00,1.692920179235262e+00,1.692920179235262e+00,1.692920179235262e+00,1.692920179235262e+00,1.692920179235262e+00,1.692920179235262e+00
1.161616161616162e+00,1.733559135958862e+00,1.733559114519743e+00,1.733559135958862e+00,1.733559141675960e+00,1.733559135958862e+00,1.733559135958862e+00
1.186868686868687e+00,1.753130185414876e+00,1.753130171122131e+00,1.753130185414876e+00,1.753130135390266e+00,1.753130185414876e+00,1.753130185414876e+00
1.193181818181818e+00,1.757947619649586e+00,1.757947683966942e+00,1.757947619649586e+00,1.757947648235078e+00,1.757947619649586e+00,1.757947619649586e+00
1.193576388888889e+00,1.758247753015244e+00,1.758247760161616e+00,1.758247753015244e+00,1.758247773596797e+00,1.758247753015244e+00,1.758247753015244e+00
1.193675031565657e+00,1.758322797076217e+00,1.336305817580818e+01,1.758322797076217e+00,1.758322761344353e+00,1.758322797076217e+00,1.758322797076217e+00
1.193773674242424e+00,1.758397739658696e+00,1.336366906519390e+01,1.758397739658696e+00,1.758397751092893e+00,1.758397739658696e+00,1.758397739658696e+00
1.193970959595959e+00,1.758547753458366e+00,1.336489030169859e+01,1.758547753458366e+00,1.758547750599817e+00,1.758547753458366e+00,1.758547753458366e+00
1.194760101010101e+00,1.759147375872705e+00,1.336952002644628e+01,1.759147375872705e+00,1.759147381303949e+00,1.759147375872705e+00,1.759147375872705e+00
1.196338383838384e+00,1.760345270608632e+00,1.337862407663545e+01,1.760345270608632e+00,1.760345292047750e+00,1.760345270608632e+00,1.760345270608632e+00
1.199494949494949e+00,1.762735532218182e+00,1.339678990621855e+01,1.762735532218182e+00,1.762735467900827e+00,1.762735532218182e+00,1.762735532218182e+00
1.212121212121212e+00,1.772223271164004e+00,1.346889698662259e+01,1.772223271164004e+00,1.772223256871258e+00,1.772223271164004e+00,1.772223271164004e+00
1.262626262626263e+00,1.809036104759479e+00,1.374867451245781e+01,1.809036104759479e+00,1.809036101329220e+00,1.809036104759479e+00,1.809036104759479e+00
1.287878787878788e+00,1.826784762828283e+00,1.388356426352743e+01,1.826784762828283e+00,1.826784782552272e+00,1.826784762828283e+00,1.826784762828283e+00
1.300505050505051e+00,1.835500786412488e+00,1.394980595529579e+01,1.835500786412488e+00,1.835500786412488e+00,1.835500786412488e+00,1.835500786412488e+00
