,Domain_1,Domain_2,Domain_3,Domain_4,Domain_5,Domain_6
0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1.010101010101010e-01,2.340949850505051e-01,2.340949850505051e-01,2.340949850505051e-01,2.340949850505051e-01,2.340949850505051e-01,2.340949850505051e-01
2.020202020202020e-01,4.510090178879707e-01,4.510090178879707e-01,4.510090178879707e-01,4.510090178879707e-01,4.510090178879707e-01,4.510090178879707e-01
3.030303030303030e-01,6.503167106703399e-01,6.503167106703399e-01,6.503167106703399e-01,6.503167106703399e-01,6.503167106703399e-01,6.503167106703399e-01
4.040404040404040e-01,8.320916684649552e-01,8.320916684649552e-01,8.320916684649552e-01,8.320916684649552e-01,8.320916684649552e-01,8.320916710376494e-01
5.050505050505051e-01,9.968763844384207e-01,9.968763844384207e-01,9.968763844384207e-01,9.968763844384207e-01,9.968763844384207e-01,9.968764187410103e-01
6.060606060606061e-01,1.145595617242388e+00,1.145595617242388e+00,1.145595617242388e+00,1.145595617242388e+00,1.145595617242388e+00,1.145595614383839e+00
7.070707070707071e-01,1.279439033279118e+00,1.279439033279118e+00,1.279439033279118e+00,1.279439033279118e+00,1.279439033279118e+00,1.279439033279118e+00
8.080808080808081e-01,1.399740954686060e+00,1.399740954686060e+00,1.399740954686060e+00,1.399740954686060e+00,1.399740954686060e+00,1.399740937534766e+00
9.090909090909091e-01,1.507876517965106e+00,1.507876517965106e+00,1.507876517965106e+00,1.507876517965106e+00,1.507876517965106e+00,1.507876517965106e+00
1.010101010101010e+00,1.605185031992654e+00,1.605185031992654e+00,1.605185031992654e+00,1.605185031992654e+00,1.605185031992654e+00,1.605185031992654e+00
1.111111111111111e+00,1.692920179235262e+00,1.692920179235262e+00,1.692920179235262e+00,1.692920179235262e+00,1.692920179235262e+00,1.692920179235262e+00
1.212121212121212e+00,1.772223271164004e+00,1.772223271164004e+00,1.772223271164004e+00,1.772223271164004e+00,1.772223271164004e+00,1.772223256871258e+00
1.313131313131313e+00,1.844113473445730e+00,1.844113473445730e+00,1.844113473445730e+00,1.844113473445730e+00,1.844113473445730e+00,1.844113490597025e+00
1.414141414141414e+00,1.909488663507805e+00,1.909488663507805e+00,1.909488663507805e+00,1.909488663507805e+00,1.909488663507805e+00,1.909488665508790e+00
1.426767676767677e+00,1.917242656675850e+00,1.917242656675850e+00,1.917242656675850e+00,1.917242656675850e+00,1.917242656675850e+00,1.917242686690616e+00
1.429924242424243e+00,1.919167390696492e+00,1.919167390696492e+00,1.919167390696492e+00,1.919167390696492e+00,1.919167390696492e+00,1.919167389267218e+00
1.431502525252526e+00,1.920127690261157e+00,1.920127690261157e+00,1.920127690261157e+00,1.920127690261157e+00,1.920127690261157e+00,1.920127683114784e+00
1.431601167929293e+00,1.920187676914600e+00,1.920187676914600e+00,1.920187676914600e+00,1.920187676914600e+00,1.920187676914600e+00,1.920187676914600e+00
1.431699810606061e+00,1.920247648989443e+00,1.920247648989443e+00,1.920247648989443e+00,1.459388200442828e+01,1.920247648989443e+00,1.920247613543434e+00
1.431897095959596e+00,1.920367536825712e+00,1.920367536825712e+00,1.920367536825712e+00,1.459479343080680e+01,1.920367536825712e+00,1.920367545401359e+00
1.432291666666667e+00,1.920607347658402e+00,1.920607347658402e+00,1.920607347658402e+00,1.459661570070567e+01,1.920607347658402e+00,1.920607330221253e+00
1.433080808080808e+00,1.921086619151515e+00,1.921086619151515e+00,1.921086619151515e+00,1.460025832756234e+01,1.921086619151515e+00,1.921086626297888e+00
1.439393939393939e+00,1.924908730877649e+00,1.924908730877649e+00,1.924908730877649e+00,1.462930642584801e+01,1.924908730877649e+00,1.924908749458218e+00
1.464646464646465e+00,1.939982350668871e+00,1.939982350668871e+00,1.939982362103067e+00,1.474386588938109e+01,1.939982350668871e+00,1.939982343522498e+00
1.515151515151515e+00,1.969133050858373e+00,1.969133050858373e+00,1.969133024273866e+00,1.496541106966615e+01,1.969133050858373e+00,1.969133005693297e+00
