,Domain_1,Domain_2,Domain_3,Domain_4,Domain_5,Domain_6
0.000000000000000e+00,-1.082613688688461e+01,-1.334450740287497e+01,-1.120505114857972e+01,-1.280468787844301e+01,-1.046080935027309e+01,-1.105913298214705e+01
2.004008016032064e-02,-1.082661665940384e+01,-1.334498717539421e+01,-1.120553092109895e+01,-1.280516765096225e+01,-1.046128912279232e+01,-1.105961275466629e+01
4.008016032064128e-02,-1.082804730894769e+01,-1.334641782493805e+01,-1.120696157064280e+01,-1.280659830050609e+01,-1.046271977233617e+01,-1.106104340421013e+01
6.012024048096192e-02,-1.083041571527409e+01,-1.334878623126446e+01,-1.120932997696920e+01,-1.280896670683250e+01,-1.046508817866257e+01,-1.106341181053654e+01
8.016032064128256e-02,-1.083370861066997e+01,-1.335207912666033e+01,-1.121262287236508e+01,-1.281225960222837e+01,-1.046838107405845e+01,-1.106670470593241e+01
1.002004008016032e-01,-1.083791259319405e+01,-1.335628310918442e+01,-1.121682685488916e+01,-1.281646358475246e+01,-1.047258505658253e+01,-1.107090868845649e+01
1.202404809619238e-01,-1.084301414052104e+01,-1.336138465651141e+01,-1.122192840221616e+01,-1.282156513207945e+01,-1.047768660390952e+01,-1.107601023578349e+01
1.402805611222445e-01,-1.084899962431787e+01,-1.336737014030824e+01,-1.122791388601298e+01,-1.282755061587628e+01,-1.048367208770635e+01,-1.108199571958031e+01
1.603206412825651e-01,-1.085585532507701e+01,-1.337422584106737e+01,-1.123476958677212e+01,-1.283440631663541e+01,-1.049052778846549e+01,-1.108885142033945e+01
1.803607214428858e-01,-1.086356744732658e+01,-1.338193796331694e+01,-1.124248170902169e+01,-1.284211843888498e+01,-1.049823991071506e+01,-1.109656354258902e+01
2.004008016032064e-01,-1.087212213513294e+01,-1.339049265112330e+01,-1.125103639682805e+01,-1.285067312669135e+01,-1.050679459852142e+01,-1.110511823039538e+01
2.204408817635271e-01,-1.088150548780839e+01,-1.339987600379875e+01,-1.126041974950350e+01,-1.286005647936679e+01,-1.051617795119686e+01,-1.111450158307083e+01
2.404809619238477e-01,-1.089170357573475e+01,-1.341007409172511e+01,-1.127061783742986e+01,-1.287025456729315e+01,-1.052637603912323e+01,-1.112469967099719e+01
2.605210420841683e-01,-1.090270245621294e+01,-1.342107297220330e+01,-1.128161671790805e+01,-1.288125344777134e+01,-1.053737491960142e+01,-1.113569855147538e+01
2.805611222444890e-01,-1.091448818924905e+01,-1.343285870523941e+01,-1.129340245094416e+01,-1.289303918080745e+01,-1.054916065263753e+01,-1.114748428451149e+01
3.006012024048096e-01,-1.092704685318918e+01,-1.344541736917955e+01,-1.130596111488430e+01,-1.290559784474759e+01,-1.056171931657766e+01,-1.116004294845163e+01
3.206412825651302e-01,-1.094036456011802e+01,-1.345873507610838e+01,-1.131927882181313e+01,-1.291891555167642e+01,-1.057503702350650e+01,-1.117336065538046e+01
3.406813627254509e-01,-1.095442747093987e+01,-1.347279798693023e+01,-1.133334173263498e+01,-1.293297846249827e+01,-1.058909993432834e+01,-1.118742356620231e+01
3.607214428857715e-01,-1.096922181006578e+01,-1.348759232605614e+01,-1.134813607176089e+01,-1.294777280162419e+01,-1.060389427345426e+01,-1.120221790532822e+01
3.807615230460922e-01,-1.098473387963579e+01,-1.350310439562615e+01,-1.136364814133090e+01,-1.296328487119419e+01,-1.061940634302427e+01,-1.121772997489823e+01
4.008016032064128e-01,-1.100095007321161e+01,-1.351932058920198e+01,-1.137986433490672e+01,-1.297950106477002e+01,-1.063562253660009e+01,-1.123394616847406e+01
4.208416833667334e-01,-1.101785688888211e+01,-1.353622740487248e+01,-1.139677115057722e+01,-1.299640788044052e+01,-1.065252935227059e+01,-1.125085298414456e+01
4.408817635270541e-01,-1.103544094173088e+01,-1.355381145772124e+01,-1.141435520342599e+01,-1.301399193328928e+01,-1.067011340511935e+01,-1.126843703699332e+01
4.609218436873747e-01,-1.105368897562294e+01,-1.357205949161331e+01,-1.143260323731805e+01,-1.303223996718135e+01,-1.068836143901142e+01,-1.128668507088538e+01
4.809619238476954e-01,-1.107258787427529e+01,-1.359095839026565e+01,-1.145150213597040e+01,-1.305113886583370e+01,-1.070726033766377e+01,-1.130558396953773e+01
