,Domain_1,Domain_2,Domain_3,Domain_4,Domain_5,Domain_6
0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1.010101010101010e-01,6.502638473625140e-02,6.502638473625140e-02,6.502638473625140e-02,6.502638473625140e-02,6.502638473625140e-02,6.502638473625140e-02
2.020202020202020e-01,1.252802827466585e-01,1.252802827466585e-01,1.252802827466585e-01,1.252802827466585e-01,1.252802827466585e-01,1.252802827466585e-01
3.030303030303030e-01,1.806435307417611e-01,1.806435307417611e-01,1.806435307417611e-01,1.806435307417611e-01,1.806435307417611e-01,1.806435307417611e-01
4.040404040404040e-01,2.311365752882359e-01,2.311365745735987e-01,2.311365752882359e-01,2.311365752882359e-01,2.311365745735987e-01,2.311365745735987e-01
5.050505050505051e-01,2.769101163169473e-01,2.769101067884502e-01,2.769101163169473e-01,2.769101163169473e-01,2.769101067884502e-01,2.769101067884502e-01
6.060606060606061e-01,3.182210039955107e-01,3.182210047895522e-01,3.182210039955107e-01,3.182210039955107e-01,3.182210047895522e-01,3.182210047895522e-01
7.070707070707071e-01,3.553997314664217e-01,3.553997314664217e-01,3.553997314664217e-01,3.553997314664217e-01,3.553997314664217e-01,3.553997314664217e-01
8.080808080808081e-01,3.888169270929905e-01,3.888169318572390e-01,3.888169270929905e-01,3.888169270929905e-01,3.888169318572390e-01,3.888169318572390e-01
9.090909090909091e-01,4.188545883236405e-01,4.188545883236405e-01,4.188545883236405e-01,4.188545883236405e-01,4.188545883236405e-01,4.188545883236405e-01
1.010101010101010e+00,4.458847311090705e-01,4.458847311090705e-01,4.458847311090705e-01,4.458847311090705e-01,4.458847311090705e-01,4.458847311090705e-01
1.111111111111111e+00,4.702556053431282e-01,4.702556053431282e-01,4.702556053431282e-01,4.702556053431282e-01,4.702556053431282e-01,4.702556053431282e-01
1.212121212121212e+00,4.922842380197939e-01,4.922842419900010e-01,4.922842380197939e-01,4.922842380197939e-01,4.922842419900010e-01,4.922842419900010e-01
1.313131313131313e+00,5.122537473880625e-01,5.122537426238138e-01,5.122537473880625e-01,5.122537473880625e-01,5.122537426238138e-01,5.122537426238138e-01
1.338383838383838e+00,5.169543245314558e-01,5.169543150029587e-01,5.169543245314558e-01,5.169543245314558e-01,5.169543150029587e-01,5.169543150029587e-01
1.351010101010101e+00,5.192633795245384e-01,5.192633795245384e-01,5.192633795245384e-01,5.192633795245384e-01,5.192633795245384e-01,5.192633795245384e-01
1.354166666666667e+00,5.198364157962656e-01,5.198364193694520e-01,5.198364157962656e-01,5.198364157962656e-01,5.198364193694520e-01,5.198364193694520e-01
1.355744949494950e+00,5.201223119991837e-01,5.201223127932252e-01,5.201223119991837e-01,5.201223119991837e-01,5.201223127932252e-01,5.201223127932252e-01
1.355843592171718e+00,5.201401600652994e-01,5.201401699908172e-01,5.201401600652994e-01,5.201401600652994e-01,5.201401699908172e-01,5.201401645877723e-01
1.355942234848485e+00,5.201580160718293e-01,5.201580240122436e-01,5.201580160718293e-01,5.201580160718293e-01,5.201580240122436e-01,5.201580182136517e-01
1.356139520202021e+00,5.201937082338537e-01,5.201937161742680e-01,5.201937082338537e-01,5.201937082338537e-01,5.201937161742680e-01,5.201937180548923e-01
1.356534090909091e+00,5.202651024834202e-01,5.202650925579024e-01,5.202651024834202e-01,5.202651024834202e-01,5.202650925579024e-01,5.202651043118048e-01
1.357323232323232e+00,5.204077917273747e-01,5.204077786256912e-01,5.204077917273747e-01,5.204077917273747e-01,5.204077786256912e-01,5.204077844347311e-01
1.357717803030303e+00,5.204790867217631e-01,5.204790867217631e-01,5.204790867217631e-01,5.204790867217631e-01,5.204790867217631e-01,5.204790884038771e-01
1.357915088383838e+00,5.205147371966126e-01,5.205147284621569e-01,5.205147371966126e-01,5.205147371966126e-01,5.205147284621569e-01,5.205147292561983e-01
1.358013731060606e+00,5.205325554861748e-01,5.205325527070298e-01,5.205325554861748e-01,5.205325554861748e-01,5.205325527070298e-01,5.205325491129477e-01
1.358112373737374e+00,5.205503677410223e-01,5.205503717906336e-01,5.205503677410223e-01,5.205503700477881e-01,5.205503717906336e-01,5.205503670890724e-01
1.358901515151515e+00,5.206928418791551e-01,5.206928387029894e-01,5.206928418791551e-01,5.206928420045301e-01,5.206928387029894e-01,5.206928420045301e-01
1.360479797979798e+00,5.209774880226589e-01,5.209774787323742e-01,5.209774880226589e-01,5.209774845832058e-01,5.209774787323742e-01,5.209774845832058e-01
1.361268939393939e+00,5.211196597898173e-01,5.211196525640404e-01,5.211196597898173e-01,5.211196519538823e-01,5.211196525640404e-01,5.211196519538823e-01
1.361663510101010e+00,5.211906967207428e-01,5.211906848101214e-01,5.211906967207428e-01,5.211906964595449e-01,5.211906848101214e-01,5.211906964595449e-01
1.361762152777778e+00,5.212084455316804e-01,5.212084455316804e-01,5.212084455316804e-01,5.212084488750127e-01,5.212084455316804e-01,5.212084488750127e-01
1.361860795454545e+00,5.212262045935392e-01,5.212262102234465e-01,5.212262034740944e-01,5.212262029099072e-01,5.212262102234465e-01,5.212262029099072e-01
1.362058080808081e+00,5.212617096214672e-01,5.212617038751147e-01,5.212617062572390e-01,5.212617096214672e-01,5.212617038751147e-01,5.212617096214672e-01
1.363636363636364e+00,5.215455214447506e-01,5.215455215952004e-01,5.215455183396306e-01,5.215455214447506e-01,5.215455215952004e-01,5.215455214447506e-01
1.414141414141414e+00,5.304135150813183e-01,5.304135176410570e-01,5.304135181968860e-01,5.304135150813183e-01,5.304135176410570e-01,5.304135150813183e-01
1.464646464646465e+00,5.388839871849812e-01,5.388839862969085e-01,5.388839843118050e-01,5.388839871849812e-01,5.388839862969085e-01,5.388839871849812e-01
1.466224747474747e+00,5.391425534537294e-01,5.391425527850627e-01,5.391425519910213e-01,5.391425534537294e-01,5.391425527850627e-01,5.391425534537294e-01
1.467013888888889e+00,5.392716998510357e-01,5.392716992555044e-01,5.392716948882766e-01,5.392716998510357e-01,5.392716992555044e-01,5.392716998510357e-01
1.467408459595960e+00,5.393362391200899e-01,5.393362426839614e-01,5.393362306050403e-01,5.393362391200899e-01,5.393362375926049e-01,5.393362391200899e-01
1.467507102272727e+00,5.393523729970412e-01,5.393523729970412e-01,5.393523694969901e-01,5.393523729970412e-01,5.393523794225078e-01,5.393523729970412e-01
1.467605744949495e+00,5.393684979410266e-01,5.393684979410266e-01,5.393684976693807e-01,5.393684979410266e-01,5.393685027512457e-01,5.393684979410266e-01
1.467803030303030e+00,5.394007599485768e-01,5.394007599485768e-01,5.394007603664933e-01,5.394007599485768e-01,5.394007629074259e-01,5.394007599485768e-01
1.470959595959596e+00,5.399160799298031e-01,5.399160799298031e-01,5.399160793551678e-01,5.399160799298031e-01,5.399160793551678e-01,5.399160799298031e-01
1.477272727272727e+00,5.409423966501378e-01,5.409423966501378e-01,5.409423858365472e-01,5.409423966501378e-01,5.409423898067544e-01,5.409423966501378e-01
1.489898989898990e+00,5.429778603868178e-01,5.429778603868178e-01,5.429778614002653e-01,5.429778603868178e-01,5.429778590181410e-01,5.429778603868178e-01
1.515151515151515e+00,5.469813987451076e-01,5.469813987451076e-01,5.469814003958779e-01,5.469813987451076e-01,5.469814030162147e-01,5.469813987451076e-01
1.565656565656566e+00,5.547285416655443e-01,5.547285416655443e-01,5.547285449566370e-01,5.547285416655443e-01,5.547285489268442e-01,5.547285416655443e-01
1.578282828282828e+00,5.566131176492194e-01,5.566131176492194e-01,5.566131189029691e-01,5.566131176492194e-01,5.566131129476584e-01,5.566131176492194e-01
1.584595959595960e+00,5.575477932129375e-01,5.575477932129375e-01,5.575477923687463e-01,5.575477932129375e-01,5.575477989592901e-01,5.575477932129375e-01
1.587752525252525e+00,5.580132450419345e-01,5.580132450419345e-01,5.580132398388736e-01,5.580132450419345e-01,5.580132438090807e-01,5.580132450419345e-01
1.588147095959596e+00,5.580713419708193e-01,5.580713419708193e-01,5.580713342916029e-01,5.580713419708193e-01,5.580713402469136e-01,5.580713419708193e-01
1.588245738636363e+00,5.580858615406591e-01,5.580858615406591e-01,5.580858672347722e-01,5.580858615406591e-01,5.580858592695651e-01,5.580858615406591e-01
