,Domain_1,Domain_2,Domain_3,Domain_4,Domain_5,Domain_6
0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1.010101010101010e-01,6.502638473625140e-02,6.502638473625140e-02,6.502638473625140e-02,6.502638473625140e-02,6.502638473625140e-02,6.502638473625140e-02
2.020202020202020e-01,1.252802827466585e-01,1.252802827466585e-01,1.252802827466585e-01,1.252802827466585e-01,1.252802827466585e-01,1.252802827466585e-01
3.030303030303030e-01,1.806435307417611e-01,1.806435307417611e-01,1.806435307417611e-01,1.806435307417611e-01,1.806435307417611e-01,1.806435328856729e-01
4.040404040404040e-01,2.311365752882359e-01,2.311365745735987e-01,2.311365752882359e-01,2.311365752882359e-01,2.311365745735987e-01,2.311365772733395e-01
5.050505050505051e-01,2.769101163169473e-01,2.769101067884502e-01,2.769101163169473e-01,2.769101163169473e-01,2.769101067884502e-01,2.769101194931130e-01
6.060606060606061e-01,3.182210039955107e-01,3.182210047895522e-01,3.182210039955107e-01,3.182210039955107e-01,3.182210047895522e-01,3.182210079657178e-01
7.070707070707071e-01,3.553997314664217e-01,3.553997314664217e-01,3.553997314664217e-01,3.553997314664217e-01,3.553997314664217e-01,3.553997405978981e-01
8.080808080808081e-01,3.888169270929905e-01,3.888169318572390e-01,3.888169270929905e-01,3.888169270929905e-01,3.888169318572390e-01,3.888169262989490e-01
9.090909090909091e-01,4.188545883236405e-01,4.188545883236405e-01,4.188545883236405e-01,4.188545883236405e-01,4.188545883236405e-01,4.188545883236405e-01
1.010101010101010e+00,4.458847311090705e-01,4.458847311090705e-01,4.458847311090705e-01,4.458847311090705e-01,4.458847311090705e-01,4.458847311090705e-01
1.111111111111111e+00,4.702556053431282e-01,4.702556053431282e-01,4.702556053431282e-01,4.702556053431282e-01,4.702556053431282e-01,4.702556093133353e-01
1.123737373737374e+00,4.731311410019385e-01,4.731311310764207e-01,4.731311410019385e-01,4.731311410019385e-01,4.731311310764207e-01,4.731311370317314e-01
1.130050505050505e+00,4.745553833282319e-01,4.745553833282319e-01,4.745553833282319e-01,4.745553833282319e-01,4.745553833282319e-01,4.745553833282319e-01
1.130445075757576e+00,4.746440976063666e-01,4.746440956212630e-01,4.746440976063666e-01,4.746440976063666e-01,4.746440956212630e-01,4.746440956212630e-01
1.130543718434343e+00,4.746662712131415e-01,4.746662712131415e-01,4.746662712131415e-01,4.746662712131415e-01,4.746662712131415e-01,4.746662731982451e-01
1.130642361111111e+00,4.746884527603306e-01,4.746884547454341e-01,4.746884527603306e-01,4.746884527603306e-01,4.746884547454341e-01,4.746884426243770e-01
1.130839646464647e+00,4.747327741675340e-01,4.747327840930517e-01,4.747327741675340e-01,4.747327741675340e-01,4.747327840930517e-01,4.747327810631568e-01
1.131628787878788e+00,4.749100518559330e-01,4.749100518559330e-01,4.749100518559330e-01,4.749100518559330e-01,4.749100518559330e-01,4.749100455871850e-01
1.133207070707071e+00,4.752641546291195e-01,4.752641546291195e-01,4.752641546291195e-01,4.752641546291195e-01,4.752641546291195e-01,4.752641554127130e-01
1.136363636363636e+00,4.759707072194593e-01,4.759707073782676e-01,4.759707072194593e-01,4.759707072194593e-01,4.759707073782676e-01,4.759707033976124e-01
1.161616161616162e+00,4.815442060210999e-01,4.815442044330171e-01,4.815442060210999e-01,4.815442060210999e-01,4.815442044330171e-01,4.815442095524948e-01
1.212121212121212e+00,4.922842380197939e-01,4.922842419900010e-01,4.922842380197939e-01,4.922842380197939e-01,4.922842419900010e-01,4.922842465870829e-01
1.313131313131313e+00,5.122537473880625e-01,5.122537426238138e-01,5.122537473880625e-01,5.122537473880625e-01,5.122537426238138e-01,5.122537419446994e-01
1.325757575757576e+00,5.146179215606571e-01,5.146179191785329e-01,5.146179215606571e-01,5.146179215606571e-01,5.146179191785329e-01,5.146179238905418e-01
1.327335858585859e+00,5.149114766901336e-01,5.149114747050301e-01,5.149114766901336e-01,5.149114766901336e-01,5.149114747050301e-01,5.149114866156514e-01
1.327730429292929e+00,5.149848123709826e-01,5.149848064156719e-01,5.149848123709826e-01,5.149848123709826e-01,5.149848064156719e-01,5.149848043260891e-01
1.327829071969697e+00,5.150031289215387e-01,5.150031336857872e-01,5.150031289215387e-01,5.150031289215387e-01,5.150031336857872e-01,5.150031372276298e-01
1.327927714646465e+00,5.150214596219392e-01,5.150214555564208e-01,5.150214613529231e-01,5.150214613529231e-01,5.150214555564208e-01,5.150214576439138e-01
1.328125000000000e+00,5.150581007276516e-01,5.150581047765738e-01,5.150580964391388e-01,5.150580964391388e-01,5.150581047765738e-01,5.150580990511172e-01
1.328914141414141e+00,5.152046101418223e-01,5.152046070074482e-01,5.152046070074482e-01,5.152046070074482e-01,5.152046070074482e-01,5.152046101418223e-01
1.332070707070707e+00,5.157895658842974e-01,5.157895773247627e-01,5.157895634290378e-01,5.157895634290378e-01,5.157895773247627e-01,5.157895658842974e-01
1.338383838383838e+00,5.169543177612080e-01,5.169543150029587e-01,5.169543245314558e-01,5.169543245314558e-01,5.169543150029587e-01,5.169543177612080e-01
1.363636363636364e+00,5.215455214447506e-01,5.215455215952004e-01,5.215455183396306e-01,5.215455183396306e-01,5.215455215952004e-01,5.215455214447506e-01
1.414141414141414e+00,5.304135150813183e-01,5.304135176410570e-01,5.304135181968860e-01,5.304135181968860e-01,5.304135176410570e-01,5.304135150813183e-01
1.426767676767677e+00,5.325674147353128e-01,5.325674046321804e-01,5.325674129696154e-01,5.325674129696154e-01,5.325674046321804e-01,5.325674147353128e-01
1.429924242424243e+00,5.331020601489644e-01,5.331020529712478e-01,5.331020577354963e-01,5.331020577354963e-01,5.331020529712478e-01,5.331020601489644e-01
1.430713383838384e+00,5.332354807876749e-01,5.332354770222467e-01,5.332354713845526e-01,5.332354713845526e-01,5.332354770222467e-01,5.332354807876749e-01
1.430812026515152e+00,5.332521483962862e-01,5.332521502246710e-01,5.332521526067951e-01,5.332521483962862e-01,5.332521502246710e-01,5.332521483962862e-01
1.430910669191920e+00,5.332688161616163e-01,5.332688167571472e-01,5.332688212037792e-01,5.332688161616163e-01,5.332688167571472e-01,5.332688161616163e-01
1.431107954545455e+00,5.333021528415468e-01,5.333021510131620e-01,5.333021510131620e-01,5.333021528415468e-01,5.333021510131620e-01,5.333021528415468e-01
1.431502525252526e+00,5.333688037906338e-01,5.333688028503214e-01,5.333687988801143e-01,5.333688037906338e-01,5.333688028503214e-01,5.333688037906338e-01
1.433080808080808e+00,5.336351727910214e-01,5.336351719865320e-01,5.336351719865320e-01,5.336351727910214e-01,5.336351719865320e-01,5.336351727910214e-01
1.439393939393939e+00,5.346968722897664e-01,5.346968696882358e-01,5.346968748495051e-01,5.346968722897664e-01,5.346968696882358e-01,5.346968722897664e-01
1.464646464646465e+00,5.388839871849812e-01,5.388839862969085e-01,5.388839843118050e-01,5.388839871849812e-01,5.388839862969085e-01,5.388839871849812e-01
1.515151515151515e+00,5.469813987451076e-01,5.469814030162147e-01,5.469814003958779e-01,5.469813987451076e-01,5.469814030162147e-01,5.469813987451076e-01
1.515940656565657e+00,5.471050852508929e-01,5.471050921987551e-01,5.471050921987551e-01,5.471050852508929e-01,5.471050921987551e-01,5.471050852508929e-01
1.516335227272727e+00,5.471668976145292e-01,5.471668983981226e-01,5.471668884726049e-01,5.471668976145292e-01,5.471668983981226e-01,5.471668976145292e-01
1.516532512626263e+00,5.471977931394757e-01,5.471977945499439e-01,5.471977965350474e-01,5.471977931394757e-01,5.471977945499439e-01,5.471977931394757e-01
1.516631155303030e+00,5.472132378198142e-01,5.472132406407509e-01,5.472132391343353e-01,5.472132378198142e-01,5.472132406407509e-01,5.472132378198142e-01
1.516729797979798e+00,5.472286832315069e-01,5.472286811732681e-01,5.472286832315069e-01,5.472286832315069e-01,5.472286811732681e-01,5.472286832315069e-01
1.518308080808081e+00,5.474756295398430e-01,5.474756296443219e-01,5.474756295398430e-01,5.474756295398430e-01,5.474756296443219e-01,5.474756295398430e-01
1.521464646464646e+00,5.479684975818794e-01,5.479684931415161e-01,5.479684975818794e-01,5.479684975818794e-01,5.479684931415161e-01,5.479684975818794e-01
