,Domain_1,Domain_2,Domain_3,Domain_4,Domain_5,Domain_6
0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1.010101010101010e-01,2.340949850505051e-01,2.340949850505051e-01,2.340949850505051e-01,2.340949850505051e-01,2.340949850505051e-01,2.340949850505051e-01
2.020202020202020e-01,4.510090178879707e-01,4.510090178879707e-01,4.510090178879707e-01,4.510090178879707e-01,4.510090178879707e-01,4.510090178879707e-01
3.030303030303030e-01,6.503167106703399e-01,6.503167106703399e-01,6.503167106703399e-01,6.503167106703399e-01,6.503167106703399e-01,6.503167106703399e-01
4.040404040404040e-01,8.320916710376494e-01,8.320916684649552e-01,8.320916710376494e-01,8.320916710376494e-01,8.320916684649552e-01,8.320916684649552e-01
5.050505050505051e-01,9.968764187410103e-01,9.968763844384207e-01,9.968764187410103e-01,9.968764187410103e-01,9.968763844384207e-01,9.968763844384207e-01
6.060606060606061e-01,1.145595614383839e+00,1.145595617242388e+00,1.145595614383839e+00,1.145595614383839e+00,1.145595617242388e+00,1.145595617242388e+00
7.070707070707071e-01,1.279439033279118e+00,1.279439033279118e+00,1.279439033279118e+00,1.279439033279118e+00,1.279439033279118e+00,1.279439033279118e+00
8.080808080808081e-01,1.399740937534766e+00,1.399740954686060e+00,1.399740937534766e+00,1.399740937534766e+00,1.399740954686060e+00,1.399740954686060e+00
9.090909090909091e-01,1.507876517965106e+00,1.507876517965106e+00,1.507876517965106e+00,1.507876517965106e+00,1.507876517965106e+00,1.507876517965106e+00
1.010101010101010e+00,1.605185031992654e+00,1.605185031992654e+00,1.605185031992654e+00,1.605185031992654e+00,1.605185031992654e+00,1.605185031992654e+00
1.111111111111111e+00,1.692920179235262e+00,1.692920179235262e+00,1.692920179235262e+00,1.692920179235262e+00,1.692920179235262e+00,1.692920179235262e+00
1.212121212121212e+00,1.772223256871258e+00,1.772223271164004e+00,1.772223256871258e+00,1.772223256871258e+00,1.772223271164004e+00,1.772223271164004e+00
1.313131313131313e+00,1.844113490597025e+00,1.844113473445730e+00,1.844113490597025e+00,1.844113490597025e+00,1.844113473445730e+00,1.844113473445730e+00
1.338383838383838e+00,1.861035568313241e+00,1.861035534010652e+00,1.861035568313241e+00,1.861035568313241e+00,1.861035534010652e+00,1.861035534010652e+00
1.351010101010101e+00,1.869348166288338e+00,1.869348166288338e+00,1.869348166288338e+00,1.869348166288338e+00,1.869348166288338e+00,1.869348166288338e+00
1.354166666666667e+00,1.871411096866556e+00,1.871411109730027e+00,1.871411096866556e+00,1.871411096866556e+00,1.871411109730027e+00,1.871411109730027e+00
1.355744949494950e+00,1.872440323197061e+00,1.872440326055611e+00,1.872440323197061e+00,1.872440323197061e+00,1.872440326055611e+00,1.872440326055611e+00
1.355843592171718e+00,1.872504576235078e+00,1.872504611966942e+00,1.872504576235078e+00,1.872504576235078e+00,1.872504611966942e+00,1.423101628171519e+01
1.355942234848485e+00,1.872568857858586e+00,1.872568886444077e+00,1.872568857858586e+00,1.872568857858586e+00,1.872568886444077e+00,1.423152337832551e+01
1.356139520202021e+00,1.872697349641874e+00,1.872697378227365e+00,1.872697349641874e+00,1.872697349641874e+00,1.872697378227365e+00,1.423250012598185e+01
1.356534090909091e+00,1.872954368940313e+00,1.872954333208449e+00,1.872954368940313e+00,1.872954368940313e+00,1.872954333208449e+00,1.423445325397098e+01
1.357323232323232e+00,1.873468050218549e+00,1.873468003052488e+00,1.873468050218549e+00,1.873468050218549e+00,1.873468003052488e+00,1.423835698213424e+01
1.357717803030303e+00,1.873724712198347e+00,1.873724712198347e+00,1.873724712198347e+00,1.873724712198347e+00,1.873724712198347e+00,1.424030785873008e+01
1.357915088383838e+00,1.873853053907805e+00,1.873853022463765e+00,1.873853053907805e+00,1.873853053907805e+00,1.873853022463765e+00,1.424128299244959e+01
1.358013731060606e+00,1.873917199750230e+00,1.873917189745308e+00,1.873917199750230e+00,1.873917199750230e+00,1.873917189745308e+00,1.424177054373025e+01
