,Domain_1,Domain_2,Domain_3,Domain_4,Domain_5,Domain_6,Domain_7,Domain_8,Domain_9,Domain_10
0.000000000000000e+00,-1.016700862358892e+01,-1.278854444470345e+01,-7.654707408106628e+00,-1.199893294449715e+01,-1.238212535657627e+01,-1.310717369340833e+01,-1.113145705379178e+01,-9.838747606051548e+00,-1.056127097998323e+01,-1.367438645600551e+01
2.000400080016003e-03,-1.016701342337417e+01,-1.278854924448871e+01,-7.654712207891880e+00,-1.199893774428240e+01,-1.238213015636152e+01,-1.310717849319358e+01,-1.113146185357703e+01,-9.838752405836800e+00,-1.056127577976848e+01,-1.367439125579076e+01
4.000800160032006e-03,-1.016702781418296e+01,-1.278856363529749e+01,-7.654726598700665e+00,-1.199895213509119e+01,-1.238214454717031e+01,-1.310719288400237e+01,-1.113147624438582e+01,-9.838766796645587e+00,-1.056129017057727e+01,-1.367440564659954e+01
6.001200240048009e-03,-1.016705178318212e+01,-1.278858760429665e+01,-7.654750567699825e+00,-1.199897610409034e+01,-1.238216851616947e+01,-1.310721685300152e+01,-1.113150021338498e+01,-9.838790765644745e+00,-1.056131413957643e+01,-1.367442961559870e+01
8.001600320064013e-03,-1.016708531752164e+01,-1.278862113863617e+01,-7.654784102039346e+00,-1.199900963842987e+01,-1.238220205050899e+01,-1.310725038734105e+01,-1.113153374772450e+01,-9.838824299984267e+00,-1.056134767391595e+01,-1.367446314993822e+01
1.000200040008002e-02,-1.016712840433477e+01,-1.278866422544931e+01,-7.654827188852484e+00,-1.199905272524300e+01,-1.238224513732213e+01,-1.310729347415418e+01,-1.113157683453764e+01,-9.838867386797403e+00,-1.056139076072909e+01,-1.367450623675136e+01
1.200240048009602e-02,-1.016718103073816e+01,-1.278871685185270e+01,-7.654879815255870e+00,-1.199910535164639e+01,-1.238229776372551e+01,-1.310734610055757e+01,-1.113162946094103e+01,-9.838920013200791e+00,-1.056144338713248e+01,-1.367455886315475e+01
1.400280056011202e-02,-1.016724318383193e+01,-1.278877900494647e+01,-7.654941968349641e+00,-1.199916750474016e+01,-1.238235991681928e+01,-1.310740825365134e+01,-1.113169161403480e+01,-9.838982166294562e+00,-1.056150554022625e+01,-1.367462101624852e+01
1.600320064012803e-02,-1.016731485069984e+01,-1.278885067181437e+01,-7.655013635217546e+00,-1.199923917160807e+01,-1.238243158368719e+01,-1.310747992051925e+01,-1.113176328090270e+01,-9.839053833162467e+00,-1.056157720709415e+01,-1.367469268311642e+01
1.800360072014403e-02,-1.016739601840936e+01,-1.278893183952390e+01,-7.655094802927069e+00,-1.199932033931759e+01,-1.238251275139671e+01,-1.310756108822877e+01,-1.113184444861222e+01,-9.839135000871989e+00,-1.056165837480367e+01,-1.367477385082595e+01
2.000400080016003e-02,-1.016748667401184e+01,-1.278902249512638e+01,-7.655185458529551e+00,-1.199941099492007e+01,-1.238260340699919e+01,-1.310765174383125e+01,-1.113193510421471e+01,-9.839225656474472e+00,-1.056174903040616e+01,-1.367486450642843e+01
2.200440088017604e-02,-1.016758680454260e+01,-1.278912262565714e+01,-7.655285589060308e+00,-1.199951112545083e+01,-1.238270353752995e+01,-1.310775187436201e+01,-1.113203523474546e+01,-9.839325787005230e+00,-1.056184916093691e+01,-1.367496463695919e+01
2.400480096019204e-02,-1.016769639702104e+01,-1.278923221813558e+01,-7.655395181538751e+00,-1.199962071792927e+01,-1.238281313000839e+01,-1.310786146684045e+01,-1.113214482722391e+01,-9.839435379483671e+00,-1.056195875341536e+01,-1.367507422943763e+01
2.600520104020804e-02,-1.016781543845080e+01,-1.278935125956534e+01,-7.655514222968509e+00,-1.199973975935903e+01,-1.238293217143815e+01,-1.310798050827021e+01,-1.113226386865366e+01,-9.839554420913430e+00,-1.056207779484511e+01,-1.367519327086739e+01
2.800560112022404e-02,-1.016794391581984e+01,-1.278947973693438e+01,-7.655642700337549e+00,-1.199986823672807e+01,-1.238306064880719e+01,-1.310810898563925e+01,-1.113239234602270e+01,-9.839682898282470e+00,-1.056220627221415e+01,-1.367532174823643e+01
3.000600120024005e-02,-1.016808181610060e+01,-1.278961763721513e+01,-7.655780600618305e+00,-1.200000613700882e+01,-1.238319854908795e+01,-1.310824688592001e+01,-1.113253024630346e+01,-9.839820798563226e+00,-1.056234417249491e+01,-1.367545964851718e+01
3.200640128025605e-02,-1.016822912625008e+01,-1.278976494736462e+01,-7.655927910767794e+00,-1.200015344715831e+01,-1.238334585923744e+01,-1.310839419606949e+01,-1.113267755645295e+01,-9.839968108712714e+00,-1.056249148264440e+01,-1.367560695866667e+01
