Force_f,Average_r,Average_n,Std_r,Std_n
0.0,0.0,0.0,0.0,0.0
0.01001001001001001,0.2319860205838421,0.0,2.260697568628901e-09,0.0
0.02002002002002002,0.4639720411676842,0.0,4.521395137257802e-09,0.0
0.03003003003003003,0.6959580617515279,0.0,6.7820926970268115e-09,0.0
0.04004004004004004,0.9279440823353684,0.0,9.042790274515604e-09,0.0
0.050050050050050046,1.1599301029192077,0.0,1.1303487794410036e-08,0.0
0.06006006006006006,1.3919161235030557,0.0,1.3564185394053623e-08,0.0
0.07007007007007007,1.623902144086897,0.0,1.582488300698268e-08,0.0
0.08008008008008008,1.8558881646707368,0.0,1.8085580549031208e-08,0.0
0.09009009009009009,2.0878741852545764,0.0,2.034627816196065e-08,0.0
0.10010010010010009,2.3198602058384155,0.0,2.2606975588820072e-08,0.0
0.11011011011011011,2.5363678922952735,0.0,2.0770938650170524e-08,0.0
0.12012012012012012,2.7513277453394336,0.0,1.8530937489011687e-08,0.0
0.13013013013013014,2.9662875983835897,0.0,1.6299309196384098e-08,0.0
0.14014014014014015,3.1812474514277485,0.0,1.4080035145339001e-08,0.0
0.15015015015015015,3.3962073044718966,0.0,1.1880040966167922e-08,0.0
0.16016016016016016,3.6111671575160584,0.0,9.712437565857515e-09,0.0
0.17017017017017017,3.8261270105602176,0.0,7.604970978042587e-09,0.0
0.18018018018018017,4.041086863604372,0.0,5.625638293732398e-09,0.0
0.19019019019019018,4.256046716648534,0.0,3.970907365176552e-09,0.0
0.20020020020020018,4.471006569692675,0.0,3.1931930603899377e-09,0.0
0.21021021021021022,4.6716910112870815,0.0,3.1571306995603436e-09,0.0
0.22022022022022023,4.869203139225984,0.0,3.6372490083745475e-09,0.0
0.23023023023023023,5.066715267164883,0.0,4.529336153562383e-09,0.0
0.24024024024024024,5.264227395103805,0.0,5.6412224127674215e-09,0.0
0.2502502502502503,5.4617395230426995,0.0,6.866956590491665e-09,0.0
0.2602602602602603,5.659251650981606,0.0,8.155366064950836e-09,0.0
0.2702702702702703,5.856763778920499,0.0,9.480933293615619e-09,0.0
0.2802802802802803,6.054275906859402,0.0,1.083002289414518e-08,0.0
0.2902902902902903,6.251788034798312,0.0,1.2194830477766115e-08,0.0
0.3003003003003003,6.4493001627372015,0.0,1.3570614879629815e-08,0.0
0.3103103103103103,6.634176086141329,0.0,1.2921910164032335e-08,0.0
0.3203203203203203,6.814313432844891,0.0,1.1522234433497272e-08,0.0
0.3303303303303303,6.994450779548459,0.0,1.0138886544169058e-08,0.0
0.34034034034034033,7.174588126252024,0.0,8.77958797478566e-09,0.0
0.35035035035035034,7.354725472955583,0.0,7.457501039024798e-09,0.0
0.36036036036036034,7.534862819659147,0.0,6.1964898932086564e-09,0.0
0.37037037037037035,7.715000166362715,0.0,5.042585075503337e-09,0.0
0.38038038038038036,7.895137513066288,0.0,4.0875237884092735e-09,0.0
0.39039039039039036,8.075274859769847,0.0,3.4981494800078534e-09,0.0
0.40040040040040037,8.255412206473414,0.0,3.4663031694294015e-09,0.0
0.41041041041041043,8.42483499368639,0.0,6.525108833440778e-09,0.0
0.42042042042042044,8.588135175476184,0.0,1.1456733510217169e-08,0.0
0.43043043043043044,8.751435357265967,0.0,1.6477048993829827e-08,0.0
0.44044044044044045,8.914735539055757,0.0,2.1524084774161335e-08,0.0
0.45045045045045046,9.078035720845532,0.0,2.658262619459313e-08,0.0
0.46046046046046046,9.24133590263532,0.0,3.1647156327910596e-08,0.0
0.47047047047047047,9.404636084425112,0.0,3.6715196844002566e-08,0.0
0.4804804804804805,9.56793626621489,0.0,4.1785470421389254e-08,0.0
0.4904904904904905,9.731236448004687,0.0,4.6857252416703544e-08,0.0
0.5005005005005005,9.894536629794468,0.0,5.1930100980634324e-08,0.0
0.5105105105105106,10.049152750898786,0.0,5.1600851346103163e-08,0.0
0.5205205205205206,10.196532154765231,0.0,4.682307214513001e-08,0.0
0.5305305305305306,10.343911558631682,0.0,4.213484372072524e-08,0.0
0.5405405405405406,10.491290962498134,0.0,3.756970725338385e-08,0.0
0.5505505505505506,10.638670366364572,0.0,3.317851005476916e-08,0.0
0.5605605605605606,10.786049770231019,0.0,2.904026465022985e-08,0.0
0.5705705705705706,10.93342917409747,0.0,2.5279501642344142e-08,0.0
0.5805805805805806,11.080808577963912,0.0,2.2089867951366954e-08,0.0
0.5905905905905906,11.228187981830361,0.0,1.9750040460845488e-08,0.0
0.6006006006006006,11.375567385696803,0.0,1.8583830474305557e-08,0.0
0.6106106106106106,11.516245979889867,0.0,1.702217461143689e-08,0.0
0.6206206206206206,11.648883602474893,0.0,1.376579226614922e-08,0.0
0.6306306306306306,11.781521225059901,0.0,1.0660480349328314e-08,0.0
0.6406406406406406,11.914158847644941,0.0,7.886750249679268e-09,0.0
0.6506506506506506,12.046796470229959,0.0,5.929755703746344e-09,0.0
0.6606606606606606,12.179434092814974,0.0,5.7034519166496535e-09,0.0
0.6706706706706707,12.312071715400009,0.0,7.369050926410395e-09,0.0
0.6806806806806807,12.444709337985023,0.0,1.0024103337739246e-08,0.0
0.6906906906906907,12.577346960570052,0.0,1.3079318458660155e-08,0.0
0.7007007007007007,12.709984583155077,0.0,1.6311366712599945e-08,0.0
0.7107107107107107,12.837742383559428,0.0,1.7878396688477932e-08,0.0
0.7207207207207207,12.956960495147593,0.0,1.6633615745049845e-08,0.0
0.7307307307307307,13.076178606735777,0.0,1.5801395871271265e-08,0.0
0.7407407407407407,13.195396718323936,0.0,1.544855512079601e-08,0.0
0.7507507507507507,13.314614829912117,0.0,1.5607639865388688e-08,0.0
0.7607607607607607,13.433832941500294,0.0,1.6263634303445184e-08,0.0
0.7707707707707707,13.55305105308846,0.0,1.73602995595965e-08,0.0
0.7807807807807807,13.67226916467664,0.0,1.88207597969179e-08,0.0
0.7907907907907907,13.79148727626482,0.0,2.056766447756417e-08,0.0
0.8008008008008007,13.910705387852982,0.0,2.2534495105076036e-08,0.0
0.8108108108108109,14.026635299065413,0.0,2.342853944470814e-08,0.0
0.8208208208208209,14.133796675942547,0.0,2.107875449854893e-08,0.0
0.8308308308308309,14.240958052819693,0.0,1.8752177970931598e-08,0.0
0.8408408408408409,14.348119429696805,0.0,1.6458655127920108e-08,0.0
0.8508508508508509,14.45528080657394,0.0,1.4214195700494644e-08,0.0
0.8608608608608609,14.562442183451068,0.0,1.2046254129799363e-08,0.0
0.8708708708708709,14.669603560328204,0.0,1.0004697909238632e-08,0.0
0.8808808808808809,14.776764937205328,0.0,8.184655233737573e-09,0.0
0.8908908908908909,14.883926314082451,0.0,6.767277761615523e-09,0.0
0.9009009009009009,14.991087690959585,0.0,6.0428783463481994e-09,0.0
