,Domain_1,Domain_2,Domain_3,Domain_4,Domain_5,Domain_6,Domain_7,Domain_8
0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1.010101010101010e-01,6.502638473625140e-02,6.502638473625140e-02,6.502638473625140e-02,6.502638473625140e-02,6.502638473625140e-02,6.502638473625140e-02,6.502638473625140e-02,6.502636488521579e-02
2.020202020202020e-01,1.252802827466585e-01,1.252802827466585e-01,1.252802827466585e-01,1.252802827466585e-01,1.252802827466585e-01,1.252802827466585e-01,1.252802827466585e-01,1.252802827466585e-01
3.030303030303030e-01,1.806435307417611e-01,1.806435307417611e-01,1.806435307417611e-01,1.806435307417611e-01,1.806435307417611e-01,1.806435307417611e-01,1.806435307417611e-01,1.806435366970718e-01
4.040404040404040e-01,2.311365745735987e-01,2.311365745735987e-01,2.311365745735987e-01,2.311365752882359e-01,2.311365752882359e-01,2.311365752882359e-01,2.311365752882359e-01,2.311365752882359e-01
5.050505050505051e-01,2.769101067884502e-01,2.769101067884502e-01,2.769101067884502e-01,2.769101163169473e-01,2.769101163169473e-01,2.769101163169473e-01,2.769101055973881e-01,2.769101055973881e-01
6.060606060606061e-01,3.182210047895522e-01,3.182210047895522e-01,3.182210047895522e-01,3.182210039955107e-01,3.182210039955107e-01,3.182210039955107e-01,3.182209940699929e-01,3.182209940699929e-01
7.070707070707071e-01,3.553997314664217e-01,3.553997314664217e-01,3.553997314664217e-01,3.553997314664217e-01,3.553997314664217e-01,3.553997314664217e-01,3.553997405978981e-01,3.553997405978981e-01
8.080808080808081e-01,3.888169318572390e-01,3.888169318572390e-01,3.888169318572390e-01,3.888169270929905e-01,3.888169270929905e-01,3.888169270929905e-01,3.888169243138455e-01,3.888169243138455e-01
9.090909090909091e-01,4.188545883236405e-01,4.188545883236405e-01,4.188545883236405e-01,4.188545883236405e-01,4.188545883236405e-01,4.188545883236405e-01,4.188545942789512e-01,4.188545883236405e-01
1.010101010101010e+00,4.458847311090705e-01,4.458847311090705e-01,4.458847311090705e-01,4.458847311090705e-01,4.458847311090705e-01,4.458847311090705e-01,4.458847370643812e-01,4.458847410345884e-01
1.111111111111111e+00,4.702556053431282e-01,4.702556053431282e-01,4.702556053431282e-01,4.702556053431282e-01,4.702556053431282e-01,4.702556053431282e-01,4.702555993878175e-01,4.702555993878175e-01
1.212121212121212e+00,4.922842419900010e-01,4.922842419900010e-01,4.922842419900010e-01,4.922842380197939e-01,4.922842380197939e-01,4.922842380197939e-01,4.922842439751046e-01,4.922842499304153e-01
1.262626262626263e+00,5.025100290998551e-01,5.025100290998551e-01,5.025100290998551e-01,5.025100281470054e-01,5.025100281470054e-01,5.025100281470054e-01,5.025100285440262e-01,5.025100285440262e-01
1.275252525252525e+00,5.049899469588818e-01,5.049899469588818e-01,5.049899469588818e-01,5.049899390184674e-01,5.049899390184674e-01,5.049899390184674e-01,5.049899290929497e-01,5.049899290929497e-01
1.281565656565657e+00,5.062187478991941e-01,5.062187478991941e-01,5.062187478991941e-01,5.062187478991941e-01,5.062187478991941e-01,5.062187478991941e-01,5.062187478991941e-01,5.062187478991941e-01
1.284722222222222e+00,5.068303880828487e-01,5.068303880828487e-01,5.068303880828487e-01,5.068303995170452e-01,5.068303995170452e-01,5.068303995170452e-01,5.068303880828487e-01,5.068303880828487e-01
1.284820864898990e+00,5.068494817617467e-01,5.068494817617467e-01,5.068494817617467e-01,5.068494804118763e-01,5.068494804118763e-01,5.068494804118763e-01,5.068494748535863e-01,5.068494748535863e-01
1.284919507575758e+00,5.068685715498420e-01,5.068685715498420e-01,5.068685659308485e-01,5.068685654357230e-01,5.068685654357230e-01,5.068685654357230e-01,5.068685715498420e-01,5.068685715498420e-01
1.285116792929293e+00,5.069067153147638e-01,5.069067153147638e-01,5.069067239435217e-01,5.069067300045302e-01,5.069067300045302e-01,5.069067300045302e-01,5.069067153147638e-01,5.069067153147638e-01
1.285511363636364e+00,5.069830258718090e-01,5.069830258718090e-01,5.069830221574372e-01,5.069830211075604e-01,5.069830211075604e-01,5.069830211075604e-01,5.069830326211611e-01,5.069830425466789e-01
1.286300505050505e+00,5.071355421724314e-01,5.071355421724314e-01,5.071355353603917e-01,5.071355282767064e-01,5.071355282767064e-01,5.071355282767064e-01,5.071355374081828e-01,5.071355282767064e-01
1.287878787878788e+00,5.074402118967452e-01,5.074402118967452e-01,5.074402143102131e-01,5.074402173756311e-01,5.074402173756311e-01,5.074402173756311e-01,5.074402118967452e-01,5.074402118967452e-01
1.313131313131313e+00,5.122537426238138e-01,5.122537426238138e-01,5.122537419446994e-01,5.122537473880625e-01,5.122537473880625e-01,5.122537473880625e-01,5.122537406387103e-01,5.122537406387103e-01
1.319444444444444e+00,5.134393437404347e-01,5.134393437404347e-01,5.134393320910110e-01,5.134393437404347e-01,5.134393437404347e-01,5.134393437404347e-01,5.134393437404347e-01,5.134393437404347e-01
1.322601010101010e+00,5.140294951780431e-01,5.140294951780431e-01,5.140295026483013e-01,5.140294971631466e-01,5.140294971631466e-01,5.140294971631466e-01,5.140294951780431e-01,5.140294951780431e-01
1.322995580808081e+00,5.141031484754617e-01,5.141031484754617e-01,5.141031502098153e-01,5.141031425201510e-01,5.141031425201510e-01,5.141031425201510e-01,5.141031623711866e-01,5.141031500635446e-01
