,Domain_1,Domain_2,Domain_3,Domain_4,Domain_5,Domain_6,Domain_7,Domain_8
0.000000000000000e+00,-1.298275587493580e+01,-1.631360717609316e+01,-1.041356010332871e+01,-1.015692348327857e+01,-1.335145154698604e+01,-1.081985107259489e+01,-1.347727516847966e+01,-1.280402353819432e+01
2.004008016032064e-02,-1.298323564745504e+01,-1.631408694861239e+01,-1.041403987584795e+01,-1.015740325579780e+01,-1.335193131950527e+01,-1.082033084511412e+01,-1.347775494099890e+01,-1.280450331071355e+01
4.008016032064128e-02,-1.298466629699888e+01,-1.631551759815624e+01,-1.041547052539179e+01,-1.015883390534165e+01,-1.335336196904912e+01,-1.082176149465797e+01,-1.347918559054274e+01,-1.280593396025740e+01
6.012024048096192e-02,-1.298703470332529e+01,-1.631788600448264e+01,-1.041783893171820e+01,-1.016120231166805e+01,-1.335573037537552e+01,-1.082412990098437e+01,-1.348155399686915e+01,-1.280830236658380e+01
8.016032064128256e-02,-1.299032759872116e+01,-1.632117889987852e+01,-1.042113182711407e+01,-1.016449520706393e+01,-1.335902327077140e+01,-1.082742279638025e+01,-1.348484689226502e+01,-1.281159526197968e+01
1.002004008016032e-01,-1.299453158124525e+01,-1.632538288240260e+01,-1.042533580963815e+01,-1.016869918958801e+01,-1.336322725329548e+01,-1.083162677890433e+01,-1.348905087478910e+01,-1.281579924450376e+01
1.202404809619238e-01,-1.299963312857224e+01,-1.633048442972959e+01,-1.043043735696515e+01,-1.017380073691501e+01,-1.336832880062247e+01,-1.083672832623132e+01,-1.349415242211610e+01,-1.282090079183076e+01
1.402805611222445e-01,-1.300561861236907e+01,-1.633646991352642e+01,-1.043642284076197e+01,-1.017978622071183e+01,-1.337431428441930e+01,-1.084271381002815e+01,-1.350013790591292e+01,-1.282688627562758e+01
1.603206412825651e-01,-1.301247431312820e+01,-1.634332561428556e+01,-1.044327854152111e+01,-1.018664192147097e+01,-1.338116998517844e+01,-1.084956951078729e+01,-1.350699360667206e+01,-1.283374197638672e+01
1.803607214428858e-01,-1.302018643537777e+01,-1.635103773653513e+01,-1.045099066377068e+01,-1.019435404372054e+01,-1.338888210742801e+01,-1.085728163303686e+01,-1.351470572892163e+01,-1.284145409863629e+01
2.004008016032064e-01,-1.302874112318414e+01,-1.635959242434149e+01,-1.045954535157704e+01,-1.020290873152690e+01,-1.339743679523437e+01,-1.086583632084322e+01,-1.352326041672799e+01,-1.285000878644265e+01
2.204408817635271e-01,-1.303812447585958e+01,-1.636897577701694e+01,-1.046892870425249e+01,-1.021229208420235e+01,-1.340682014790982e+01,-1.087521967351866e+01,-1.353264376940344e+01,-1.285939213911810e+01
2.404809619238477e-01,-1.304832256378594e+01,-1.637917386494330e+01,-1.047912679217885e+01,-1.022249017212871e+01,-1.341701823583618e+01,-1.088541776144503e+01,-1.354284185732980e+01,-1.286959022704446e+01
