,Domain_1,Domain_2,Domain_3,Domain_4,Domain_5,Domain_6,Domain_7,Domain_8
0.000000000000000e+00,-1.231882707782916e+01,-8.998254883481426e+00,-1.546143833028256e+01,-1.158559457939233e+01,-1.236791514419280e+01,-1.298749075477901e+01,-1.163677210900750e+01,-1.283001520111448e+01
2.004008016032064e-02,-1.231930685034840e+01,-8.998734656000661e+00,-1.546191810280180e+01,-1.158607435191157e+01,-1.236839491671203e+01,-1.298797052729824e+01,-1.163725188152674e+01,-1.283049497363371e+01
4.008016032064128e-02,-1.232073749989224e+01,-9.000165305544506e+00,-1.546334875234564e+01,-1.158750500145541e+01,-1.236982556625588e+01,-1.298940117684209e+01,-1.163868253107058e+01,-1.283192562317756e+01
6.012024048096192e-02,-1.232310590621865e+01,-9.002533711870910e+00,-1.546571715867205e+01,-1.158987340778182e+01,-1.237219397258228e+01,-1.299176958316849e+01,-1.164105093739698e+01,-1.283429402950396e+01
8.016032064128256e-02,-1.232639880161452e+01,-9.005826607266785e+00,-1.546901005406792e+01,-1.159316630317769e+01,-1.237548686797816e+01,-1.299506247856437e+01,-1.164434383279286e+01,-1.283758692489984e+01
1.002004008016032e-01,-1.233060278413861e+01,-9.010030589790869e+00,-1.547321403659201e+01,-1.159737028570178e+01,-1.237969085050224e+01,-1.299926646108845e+01,-1.164854781531694e+01,-1.284179090742392e+01
1.202404809619238e-01,-1.233570433146560e+01,-9.015132137117861e+00,-1.547831558391900e+01,-1.160247183302877e+01,-1.238479239782924e+01,-1.300436800841544e+01,-1.165364936264394e+01,-1.284689245475091e+01
1.402805611222445e-01,-1.234168981526243e+01,-9.021117620914689e+00,-1.548430106771583e+01,-1.160845731682560e+01,-1.239077788162606e+01,-1.301035349221227e+01,-1.165963484644076e+01,-1.285287793854774e+01
1.603206412825651e-01,-1.234854551602156e+01,-9.027973321673826e+00,-1.549115676847496e+01,-1.161531301758473e+01,-1.239763358238520e+01,-1.301720919297141e+01,-1.166649054719990e+01,-1.285973363930688e+01
1.803607214428858e-01,-1.235625763827113e+01,-9.035685443923397e+00,-1.549886889072453e+01,-1.162302513983430e+01,-1.240534570463477e+01,-1.302492131522098e+01,-1.167420266944947e+01,-1.286744576155645e+01
2.004008016032064e-01,-1.236481232607750e+01,-9.044240131729758e+00,-1.550742357853090e+01,-1.163157982764067e+01,-1.241390039244113e+01,-1.303347600302734e+01,-1.168275735725583e+01,-1.287600044936281e+01
2.204408817635271e-01,-1.237419567875294e+01,-9.053623484405204e+00,-1.551680693120634e+01,-1.164096318031611e+01,-1.242328374511658e+01,-1.304285935570279e+01,-1.169214070993128e+01,-1.288538380203826e+01
2.404809619238477e-01,-1.238439376667930e+01,-9.063821572331566e+00,-1.552700501913270e+01,-1.165116126824247e+01,-1.243348183304294e+01,-1.305305744362915e+01,-1.170233879785764e+01,-1.289558188996462e+01
2.605210420841683e-01,-1.239539264715749e+01,-9.074820452809757e+00,-1.553800389961089e+01,-1.166216014872066e+01,-1.244448071352113e+01,-1.306405632410734e+01,-1.171333767833583e+01,-1.290658077044281e+01
2.805611222444890e-01,-1.240717838019360e+01,-9.086606185845866e+00,-1.554978963264700e+01,-1.167394588175677e+01,-1.245626644655724e+01,-1.307584205714345e+01,-1.172512341137194e+01,-1.291836650347892e+01
3.006012024048096e-01,-1.241973704413374e+01,-9.099164849786002e+00,-1.556234829658714e+01,-1.168650454569691e+01,-1.246882511049738e+01,-1.308840072108358e+01,-1.173768207531208e+01,-1.293092516741905e+01
3.206412825651302e-01,-1.243305475106257e+01,-9.112482556714836e+00,-1.557566600351597e+01,-1.169982225262574e+01,-1.248214281742621e+01,-1.310171842801242e+01,-1.175099978224091e+01,-1.294424287434789e+01
3.406813627254509e-01,-1.244711766188442e+01,-9.126545467536683e+00,-1.558972891433782e+01,-1.171388516344759e+01,-1.249620572824806e+01,-1.311578133883427e+01,-1.176506269306276e+01,-1.295830578516974e+01
3.607214428857715e-01,-1.246191200101034e+01,-9.141339806662598e+00,-1.560452325346374e+01,-1.172867950257351e+01,-1.251100006737397e+01,-1.313057567796018e+01,-1.177985703218867e+01,-1.297310012429565e+01
3.807615230460922e-01,-1.247742407058034e+01,-9.156851876232606e+00,-1.562003532303374e+01,-1.174419157214351e+01,-1.252651213694398e+01,-1.314608774753019e+01,-1.179536910175868e+01,-1.298861219386566e+01
4.008016032064128e-01,-1.249364026415617e+01,-9.173068069808430e+00,-1.563625151660957e+01,-1.176040776571934e+01,-1.254272833051980e+01,-1.316230394110601e+01,-1.181158529533450e+01,-1.300482838744148e+01
4.208416833667334e-01,-1.251054707982667e+01,-9.189974885478930e+00,-1.565315833228007e+01,-1.177731458138984e+01,-1.255963514619030e+01,-1.317921075677651e+01,-1.182849211100500e+01,-1.302173520311198e+01
4.408817635270541e-01,-1.252813113267543e+01,-9.207558938327693e+00,-1.567074238512883e+01,-1.179489863423860e+01,-1.257721919903907e+01,-1.319679480962528e+01,-1.184607616385377e+01,-1.303931925596075e+01
4.609218436873747e-01,-1.254637916656750e+01,-9.225806972219759e+00,-1.568899041902090e+01,-1.181314666813067e+01,-1.259546723293113e+01,-1.321504284351734e+01,-1.186432419774583e+01,-1.305756728985281e+01
4.809619238476954e-01,-1.256527806521985e+01,-9.244705870872108e+00,-1.570788931767325e+01,-1.183204556678302e+01,-1.261436613158348e+01,-1.323394174216969e+01,-1.188322309639818e+01,-1.307646618850516e+01
5.010020040080160e-01,-1.258481486252796e+01,-9.264242668180222e+00,-1.572742611498136e+01,-1.185158236409113e+01,-1.263390292889160e+01,-1.325347853947780e+01,-1.190275989370630e+01,-1.309600298581327e+01
5.210420841683366e-01,-1.260497675212822e+01,-9.284404557780480e+00,-1.574758800458162e+01,-1.187174425369139e+01,-1.265406481849185e+01,-1.327364042907806e+01,-1.192292178330655e+01,-1.311616487541353e+01
5.410821643286573e-01,-1.262575109618328e+01,-9.305178901835539e+00,-1.576836234863668e+01,-1.189251859774645e+01,-1.267483916254691e+01,-1.329441477313312e+01,-1.194369612736161e+01,-1.313693921946859e+01
5.611222444889780e-01,-1.264712543338444e+01,-9.326553239036702e+00,-1.578973668583784e+01,-1.191389293494761e+01,-1.269621349974808e+01,-1.331578911033428e+01,-1.196507046456278e+01,-1.315831355666976e+01
5.811623246492986e-01,-1.266908748617158e+01,-9.348515291823842e+00,-1.581169873862498e+01,-1.193585498773475e+01,-1.271817555253522e+01,-1.333775116312143e+01,-1.198703251734992e+01,-1.318027560945690e+01
6.012024048096192e-01,-1.269162516717725e+01,-9.371052972829514e+00,-1.583423641963065e+01,-1.195839266874042e+01,-1.274071323354089e+01,-1.336028884412709e+01,-1.200957019835559e+01,-1.320281329046257e+01
6.212424849699398e-01,-1.271472658490703e+01,-9.394154390559295e+00,-1.585733783736043e+01,-1.198149408647020e+01,-1.276381465127067e+01,-1.338339026185688e+01,-1.203267161608537e+01,-1.322591470819235e+01
6.412825651302605e-01,-1.273838004867321e+01,-9.417807854325474e+00,-1.588099130112661e+01,-1.200514755023638e+01,-1.278746811503685e+01,-1.340704372562306e+01,-1.205632507985155e+01,-1.324956817195853e+01
6.613226452905812e-01,-1.276257407280309e+01,-9.442001878455351e+00,-1.590518532525649e+01,-1.202934157436626e+01,-1.281166213916672e+01,-1.343123774975293e+01,-1.208051910398143e+01,-1.327376219608840e+01
6.813627254509018e-01,-1.278729738014708e+01,-9.466725185799339e+00,-1.592990863260048e+01,-1.205406488171025e+01,-1.283638544651071e+01,-1.345596105709692e+01,-1.210524241132541e+01,-1.329848550343239e+01
7.014028056112224e-01,-1.281253890491478e+01,-9.491966710567047e+00,-1.595515015736818e+01,-1.207930640647795e+01,-1.286162697127842e+01,-1.348120258186463e+01,-1.213048393609312e+01,-1.332372702820010e+01
7.214428857715430e-01,-1.283828779486994e+01,-9.517715600522205e+00,-1.598089904732334e+01,-1.210505529643311e+01,-1.288737586123358e+01,-1.350695147181979e+01,-1.215623282604828e+01,-1.334947591815526e+01
7.414829659318637e-01,-1.286453341291697e+01,-9.543961218569228e+00,-1.600714466537037e+01,-1.213130091448014e+01,-1.291362147928060e+01,-1.353319708986681e+01,-1.218247844409530e+01,-1.337572153620228e+01
7.615230460921844e-01,-1.289126533811351e+01,-9.570693143765766e+00,-1.603387659056690e+01,-1.215803283967668e+01,-1.294035340447714e+01,-1.355992901506335e+01,-1.220921036929184e+01,-1.340245346139882e+01
7.815631262525050e-01,-1.291847336614429e+01,-9.597901171796552e+00,-1.606108461859769e+01,-1.218524086770746e+01,-1.296756143250793e+01,-1.358713704309413e+01,-1.223641839732263e+01,-1.342966148942961e+01
8.016032064128256e-01,-1.294614750929222e+01,-9.625575314944479e+00,-1.608875876174562e+01,-1.221291501085539e+01,-1.299523557565585e+01,-1.361481118624206e+01,-1.226409254047055e+01,-1.345733563257753e+01
8.216432865731462e-01,-1.297427799594271e+01,-9.653705801594969e+00,-1.611688924839611e+01,-1.224104549750588e+01,-1.302336606230634e+01,-1.364294167289255e+01,-1.229222302712104e+01,-1.348546611922802e+01
8.416833667334669e-01,-1.300285526965727e+01,-9.682283075309535e+00,-1.614546652211067e+01,-1.226962277122044e+01,-1.305194333602091e+01,-1.367151894660712e+01,-1.232080030083561e+01,-1.351404339294259e+01
8.617234468937875e-01,-1.303186998785166e+01,-9.711297793503924e+00,-1.617448124030506e+01,-1.229863748941483e+01,-1.308095805421530e+01,-1.370053366480151e+01,-1.234981501903000e+01,-1.354305811113698e+01
8.817635270541082e-01,-1.306131302011324e+01,-9.740740825765499e+00,-1.620392427256664e+01,-1.232808052167641e+01,-1.311040108647687e+01,-1.372997669706308e+01,-1.237925805129157e+01,-1.357250114339855e+01
9.018036072144289e-01,-1.309117544619124e+01,-9.770603251843502e+00,-1.623378669864464e+01,-1.235794294775441e+01,-1.314026351255488e+01,-1.375983912314108e+01,-1.240912047736958e+01,-1.360236356947656e+01
9.218436873747494e-01,-1.312144855369240e+01,-9.800876359344663e+00,-1.626405980614580e+01,-1.238821605525557e+01,-1.317053662005604e+01,-1.379011223064225e+01,-1.243939358487074e+01,-1.363263667697772e+01
9.418837675350701e-01,-1.315212383551310e+01,-9.831551641165365e+00,-1.629473508796650e+01,-1.241889133707627e+01,-1.320121190187674e+01,-1.382078751246295e+01,-1.247006886669144e+01,-1.366331195879842e+01
9.619238476953907e-01,-1.318319298703777e+01,-9.862620792690029e+00,-1.632580423949117e+01,-1.244996048860094e+01,-1.323228105340140e+01,-1.385185666398761e+01,-1.250113801821610e+01,-1.369438111032308e+01
9.819639278557114e-01,-1.321464790313171e+01,-9.894075708783971e+00,-1.635725915558511e+01,-1.248141540469488e+01,-1.326373596949534e+01,-1.388331158008155e+01,-1.253259293431005e+01,-1.372583602641702e+01
1.002004008016032e+00,-1.324648067495508e+01,-9.925908480607342e+00,-1.638909192740848e+01,-1.251324817651825e+01,-1.329556874131872e+01,-1.391514435190492e+01,-1.256442570613342e+01,-1.375766879824040e+01
1.022044088176353e+00,-1.327868358662291e+01,-9.958111392275175e+00,-1.642129483907631e+01,-1.254545108818608e+01,-1.332777165298655e+01,-1.394734726357276e+01,-1.259662861780125e+01,-1.378987170990823e+01
1.042084168336673e+00,-1.331124911173469e+01,-9.990676917386947e+00,-1.645386036418808e+01,-1.257801661329786e+01,-1.336033717809832e+01,-1.397991278868453e+01,-1.262919414291302e+01,-1.382243723502000e+01
1.062124248496994e+00,-1.334416990979519e+01,-1.002359771544745e+01,-1.648678116224858e+01,-1.261093741135836e+01,-1.339325797615882e+01,-1.401283358674503e+01,-1.266211494097352e+01,-1.385535803308050e+01
1.082164328657315e+00,-1.337743882254689e+01,-1.005686662819915e+01,-1.652005007500029e+01,-1.264420632411006e+01,-1.342652688891052e+01,-1.404610249949673e+01,-1.269538385372523e+01,-1.388862694583220e+01
1.102204408817635e+00,-1.341104887023249e+01,-1.009047667588475e+01,-1.655366012268589e+01,-1.267781637179566e+01,-1.346013693659612e+01,-1.407971254718233e+01,-1.272899390141082e+01,-1.392223699351780e+01
1.122244488977956e+00,-1.344499324780474e+01,-1.012442105345701e+01,-1.658760450025814e+01,-1.271176074936791e+01,-1.349408131416838e+01,-1.411365692475459e+01,-1.276293827898308e+01,-1.395618137109006e+01
1.142284569138277e+00,-1.347926532109933e+01,-1.015869312675159e+01,-1.662187657355273e+01,-1.274603282266250e+01,-1.352835338746297e+01,-1.414792899804918e+01,-1.279721035227767e+01,-1.399045344438465e+01
1.162324649298597e+00,-1.351385862298499e+01,-1.019328642863725e+01,-1.665646987543839e+01,-1.278062612454816e+01,-1.356294668934863e+01,-1.418252229993484e+01,-1.283180365416333e+01,-1.402504674627031e+01
1.182364729458918e+00,-1.354876684950398e+01,-1.022819465515624e+01,-1.669137810195738e+01,-1.281553435106715e+01,-1.359785491586761e+01,-1.421743052645382e+01,-1.286671188068231e+01,-1.405995497278929e+01
1.202404809619238e+00,-1.358398385601452e+01,-1.026341166166678e+01,-1.672659510846792e+01,-1.285075135757769e+01,-1.363307192237815e+01,-1.425264753296436e+01,-1.290192888719285e+01,-1.409517197929983e+01
1.222444889779559e+00,-1.361950365334584e+01,-1.029893145899810e+01,-1.676211490579923e+01,-1.288627115490901e+01,-1.366859171970947e+01,-1.428816733029568e+01,-1.293744868452417e+01,-1.413069177663115e+01
1.242484969939880e+00,-1.365532040397518e+01,-1.033474820962744e+01,-1.679793165642857e+01,-1.292208790553835e+01,-1.370440847033881e+01,-1.432398408092502e+01,-1.297326543515351e+01,-1.416650852726049e+01
1.252505010020040e+00,-1.367333835308292e+01,-1.035276615873518e+01,-1.681594960553632e+01,-1.294010585464609e+01,-1.372242641944655e+01,-1.434200203003276e+01,-1.299128338426125e+01,-1.418452647636823e+01
1.255010020040080e+00,-1.367785413554605e+01,-1.035728194119831e+01,-1.682046538799944e+01,-1.294462163710921e+01,-1.372694220190968e+01,-1.434651781249589e+01,-1.299579916672438e+01,-1.418904225883136e+01
