,Domain_1,Domain_2,Domain_3,Domain_4,Domain_5,Domain_6,Domain_7,Domain_8
0.000000000000000e+00,-1.217404064175022e+01,-9.322864704743942e+00,-1.093950447855481e+01,-1.416039511883431e+01,-1.083562951359583e+01,-1.551225693861177e+01,-1.416632023247670e+01,-1.431735888495684e+01
1.010101010101010e-01,-1.218600516248689e+01,-9.334829225480608e+00,-1.095146899929148e+01,-1.417235963957097e+01,-1.084759403433250e+01,-1.552422145934844e+01,-1.417828475321337e+01,-1.432932340569350e+01
2.020202020202020e-01,-1.222075355111522e+01,-9.369577614108938e+00,-1.098621738791981e+01,-1.420710802819930e+01,-1.088234242296083e+01,-1.555896984797677e+01,-1.421303314184170e+01,-1.436407179432183e+01
3.030303030303030e-01,-1.227652472501486e+01,-9.425348788008579e+00,-1.104198856181945e+01,-1.426287920209895e+01,-1.093811359686047e+01,-1.561474102187641e+01,-1.426880431574134e+01,-1.441984296822147e+01
4.040404040404040e-01,-1.235153980692789e+01,-9.500363869921614e+00,-1.111700364373248e+01,-1.433789428401198e+01,-1.101312867877350e+01,-1.568975610378944e+01,-1.434381939765437e+01,-1.449485805013451e+01
5.050505050505051e-01,-1.244405156115769e+01,-9.592875624151407e+00,-1.120951539796228e+01,-1.443040603824177e+01,-1.110564043300330e+01,-1.578226785801924e+01,-1.443633115188416e+01,-1.458736980436430e+01
6.060606060606061e-01,-1.255238775631334e+01,-9.701211819307066e+00,-1.131785159311793e+01,-1.453874223339743e+01,-1.121397662815896e+01,-1.589060405317489e+01,-1.454466734703982e+01,-1.469570599951996e+01
7.070707070707071e-01,-1.267498399241020e+01,-9.823808055403926e+00,-1.144044782921480e+01,-1.466133846949429e+01,-1.133657286425582e+01,-1.601320028927175e+01,-1.466726358313668e+01,-1.481830223561682e+01
8.080808080808081e-01,-1.281040430784610e+01,-9.959228370839822e+00,-1.157586814465069e+01,-1.479675878493019e+01,-1.147199317969171e+01,-1.614862060470765e+01,-1.480268389857258e+01,-1.495372255105272e+01
9.090909090909091e-01,-1.295735034777629e+01,-1.010617441077001e+01,-1.172281418458088e+01,-1.494370482486038e+01,-1.161893921962191e+01,-1.629556664463784e+01,-1.494962993850277e+01,-1.510066859098291e+01
1.010101010101010e+00,-1.311466138131715e+01,-1.026348544431087e+01,-1.188012521812174e+01,-1.510101585840124e+01,-1.177625025316276e+01,-1.645287767817870e+01,-1.510694097204363e+01,-1.525797962452376e+01
1.111111111111111e+00,-1.328130794714682e+01,-1.043013201014054e+01,-1.204677178395141e+01,-1.526766242423091e+01,-1.194289681899243e+01,-1.661952424400837e+01,-1.527358753787330e+01,-1.542462619035343e+01
1.212121212121212e+00,-1.345638169009135e+01,-1.060520575308507e+01,-1.222184552689594e+01,-1.544273616717543e+01,-1.211797056193696e+01,-1.679459798695289e+01,-1.544866128081783e+01,-1.559969993329796e+01
1.262626262626263e+00,-1.354682507562690e+01,-1.069564913862063e+01,-1.231228891243149e+01,-1.553317955271099e+01,-1.220841394747252e+01,-1.688504137248845e+01,-1.553910466635338e+01,-1.569014331883352e+01
1.275252525252525e+00,-1.356972291541041e+01,-1.071854697840414e+01,-1.233518675221501e+01,-1.555607739249450e+01,-1.223131178725603e+01,-1.690793921227196e+01,-1.556200250613689e+01,-1.571304115861703e+01
1.281565656565657e+00,-1.358121393727140e+01,-1.073003800026513e+01,-1.234667777407599e+01,-1.556756841435549e+01,-1.224280280911702e+01,-1.691943023413295e+01,-1.557349352799788e+01,-1.572453218047802e+01
1.283143939393939e+00,-1.358409104986972e+01,-1.073291511286344e+01,-1.234955488667431e+01,-1.557044552695381e+01,-1.224567992171533e+01,-1.692230734673127e+01,-1.557637064059620e+01,-1.572740929307634e+01
1.283538510101010e+00,-1.358481059962585e+01,-1.073363466261957e+01,-1.235027443643044e+01,-1.557116507670994e+01,-1.224639947147146e+01,-1.692302689648740e+01,-1.557709019035233e+01,-1.572812884283247e+01
1.283735795454545e+00,-1.358517041521691e+01,-1.073399447821063e+01,-1.235063425202150e+01,-1.557152489230100e+01,-1.224675928706252e+01,-1.692338671207846e+01,-1.557745000594339e+01,-1.572848865842353e+01
1.283834438131313e+00,-1.358535033318847e+01,-1.072595374673916e+01,-1.235081416999306e+01,-1.557170481027256e+01,-1.224693920503408e+01,-1.692356663005002e+01,-1.557762992391495e+01,-1.572866857639508e+01
1.283933080808081e+00,-1.358553025794319e+01,-1.072732115026693e+01,-1.235099409474778e+01,-1.557188473502728e+01,-1.224711912978881e+01,-1.692374655480474e+01,-1.557780984866967e+01,-1.572884850114981e+01
1.284722222222222e+00,-1.358696990009888e+01,-1.073826236344980e+01,-1.235243373690347e+01,-1.557332437718297e+01,-1.224855877194449e+01,-1.692518619696043e+01,-1.557924949082536e+01,-1.573028814330549e+01
1.287878787878788e+00,-1.359273280304702e+01,-1.078206042585568e+01,-1.235819663985161e+01,-1.557908728013111e+01,-1.225432167489263e+01,-1.693094909990857e+01,-1.558501239377350e+01,-1.573605104625364e+01
1.313131313131313e+00,-1.363908339807630e+01,-1.113432494807818e+01,-1.240454723488089e+01,-1.562543787516039e+01,-1.230067226992191e+01,-1.697729969493785e+01,-1.563136298880278e+01,-1.578240164128291e+01
1.363636363636364e+00,-1.373307177865236e+01,-1.184863664045626e+01,-1.249853561545695e+01,-1.571942625573645e+01,-1.239466065049797e+01,-1.707128807551391e+01,-1.572535136937884e+01,-1.587639002185898e+01
1.388888888888889e+00,-1.378068967426618e+01,-1.221053264712127e+01,-1.254615351107077e+01,-1.576704415135027e+01,-1.244227854611179e+01,-1.711890597112773e+01,-1.577296926499266e+01,-1.592400791747279e+01
