,Domain_1,Domain_2,Domain_3,Domain_4,Domain_5,Domain_6,Domain_7,Domain_8
0.000000000000000e+00,-1.324042585930414e+01,-1.149819800093963e+01,-1.059643142400877e+01,-1.443036868863864e+01,-9.836634573133335e+00,-1.122974349093320e+01,-1.228260004845516e+01,-1.341709765446345e+01
2.004008016032064e-02,-1.324090563182338e+01,-1.149867777345887e+01,-1.059691119652800e+01,-1.443084846115787e+01,-9.837114345652569e+00,-1.123022326345243e+01,-1.228307982097439e+01,-1.341757742698268e+01
4.008016032064128e-02,-1.324233628136722e+01,-1.150010842300271e+01,-1.059834184607185e+01,-1.443227911070172e+01,-9.838544995196415e+00,-1.123165391299628e+01,-1.228451047051824e+01,-1.341900807652653e+01
6.012024048096192e-02,-1.324470468769363e+01,-1.150247682932912e+01,-1.060071025239825e+01,-1.443464751702812e+01,-9.840913401522819e+00,-1.123402231932268e+01,-1.228687887684464e+01,-1.342137648285293e+01
8.016032064128256e-02,-1.324799758308950e+01,-1.150576972472499e+01,-1.060400314779413e+01,-1.443794041242400e+01,-9.844206296918694e+00,-1.123731521471856e+01,-1.229017177224052e+01,-1.342466937824880e+01
1.002004008016032e-01,-1.325220156561358e+01,-1.150997370724907e+01,-1.060820713031821e+01,-1.444214439494808e+01,-9.848410279442778e+00,-1.124151919724264e+01,-1.229437575476460e+01,-1.342887336077289e+01
1.202404809619238e-01,-1.325730311294058e+01,-1.151507525457607e+01,-1.061330867764520e+01,-1.444724594227507e+01,-9.853511826769770e+00,-1.124662074456963e+01,-1.229947730209159e+01,-1.343397490809988e+01
1.402805611222445e-01,-1.326328859673740e+01,-1.152106073837289e+01,-1.061929416144203e+01,-1.445323142607190e+01,-9.859497310566598e+00,-1.125260622836646e+01,-1.230546278588842e+01,-1.343996039189671e+01
1.603206412825651e-01,-1.327014429749654e+01,-1.152791643913203e+01,-1.062614986220117e+01,-1.446008712683104e+01,-9.866353011325735e+00,-1.125946192912560e+01,-1.231231848664756e+01,-1.344681609265585e+01
1.803607214428858e-01,-1.327785641974611e+01,-1.153562856138160e+01,-1.063386198445074e+01,-1.446779924908061e+01,-9.874065133575305e+00,-1.126717405137517e+01,-1.232003060889713e+01,-1.345452821490542e+01
2.004008016032064e-01,-1.328641110755247e+01,-1.154418324918796e+01,-1.064241667225710e+01,-1.447635393688697e+01,-9.882619821381667e+00,-1.127572873918153e+01,-1.232858529670349e+01,-1.346308290271178e+01
2.204408817635271e-01,-1.329579446022792e+01,-1.155356660186341e+01,-1.065180002493254e+01,-1.448573728956242e+01,-9.892003174057113e+00,-1.128511209185698e+01,-1.233796864937894e+01,-1.347246625538722e+01
