,Domain_1,Domain_2,Domain_3,Domain_4,Domain_5,Domain_6,Domain_7,Domain_8
0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1.010101010101010e-01,6.502638473625140e-02,6.502638473625140e-02,6.502638473625140e-02,6.502638473625140e-02,6.502638473625140e-02,6.502638473625140e-02,6.502638473625140e-02,6.502638473625140e-02
2.020202020202020e-01,1.252802827466585e-01,1.252802827466585e-01,1.252802827466585e-01,1.252802827466585e-01,1.252802827466585e-01,1.252802827466585e-01,1.252802827466585e-01,1.252802827466585e-01
3.030303030303030e-01,1.806435307417611e-01,1.806435307417611e-01,1.806435307417611e-01,1.806435307417611e-01,1.806435307417611e-01,1.806435307417611e-01,1.806435307417611e-01,1.806435307417611e-01
4.040404040404040e-01,2.311365745735987e-01,2.311365752882359e-01,2.311365752882359e-01,2.311365752882359e-01,2.311365752882359e-01,2.311365745735987e-01,2.311365752882359e-01,2.311365752882359e-01
5.050505050505051e-01,2.769101067884502e-01,2.769101163169473e-01,2.769101163169473e-01,2.769101055973881e-01,2.769101163169473e-01,2.769101067884502e-01,2.769101163169473e-01,2.769101163169473e-01
6.060606060606061e-01,3.182210047895522e-01,3.182210039955107e-01,3.182210039955107e-01,3.182209940699929e-01,3.182210039955107e-01,3.182210047895522e-01,3.182210039955107e-01,3.182210039955107e-01
7.070707070707071e-01,3.553997314664217e-01,3.553997314664217e-01,3.553997314664217e-01,3.553997405978981e-01,3.553997314664217e-01,3.553997314664217e-01,3.553997314664217e-01,3.553997314664217e-01
8.080808080808081e-01,3.888169318572390e-01,3.888169270929905e-01,3.888169270929905e-01,3.888169243138455e-01,3.888169270929905e-01,3.888169318572390e-01,3.888169270929905e-01,3.888169270929905e-01
9.090909090909091e-01,4.188545883236405e-01,4.188545883236405e-01,4.188545883236405e-01,4.188545883236405e-01,4.188545883236405e-01,4.188545883236405e-01,4.188545883236405e-01,4.188545883236405e-01
1.010101010101010e+00,4.458847311090705e-01,4.458847311090705e-01,4.458847311090705e-01,4.458847311090705e-01,4.458847311090705e-01,4.458847311090705e-01,4.458847311090705e-01,4.458847311090705e-01
1.111111111111111e+00,4.702556053431282e-01,4.702555993878175e-01,4.702556053431282e-01,4.702556053431282e-01,4.702556053431282e-01,4.702556053431282e-01,4.702556053431282e-01,4.702556053431282e-01
1.161616161616162e+00,4.815442044330171e-01,4.815441984777064e-01,4.815442060210999e-01,4.815442068151413e-01,4.815442060210999e-01,4.815442044330171e-01,4.815442060210999e-01,4.815442060210999e-01
1.174242424242424e+00,4.842792741638608e-01,4.842792642383430e-01,4.842792642383430e-01,4.842792662234465e-01,4.842792642383430e-01,4.842792741638608e-01,4.842792642383430e-01,4.842792642383430e-01
1.175820707070707e+00,4.846187725301500e-01,4.846187665748393e-01,4.846187725301500e-01,4.846187725301500e-01,4.846187725301500e-01,4.846187725301500e-01,4.846187725301500e-01,4.846187725301500e-01
1.176609848484849e+00,4.847883142699724e-01,4.847883234014488e-01,4.847883142699724e-01,4.847883142699724e-01,4.847883142699724e-01,4.847883142699724e-01,4.847883142699724e-01,4.847883142699724e-01
1.177004419191919e+00,4.848730496065299e-01,4.848730384899499e-01,4.848730404750535e-01,4.848730583409856e-01,4.848730404750535e-01,4.848730496065299e-01,4.848730404750535e-01,4.848730404750535e-01
1.177201704545455e+00,4.849154005999387e-01,4.849153906744209e-01,4.849154045701459e-01,4.849154005999387e-01,4.849154045701459e-01,4.849154005999387e-01,4.849154045701459e-01,4.849154045701459e-01
1.177300347222222e+00,4.849365645830425e-01,4.849365816549331e-01,4.849365756996225e-01,4.849365732496927e-01,4.849365756996225e-01,4.849365645830425e-01,4.849365756996225e-01,4.849365756996225e-01
1.177398989898990e+00,4.849577384916642e-01,4.849577428588920e-01,4.849577369035813e-01,4.849577425954744e-01,4.849577369035813e-01,4.849577384916642e-01,4.849577369035813e-01,4.849577369035813e-01
1.180555555555556e+00,4.856341105203142e-01,4.856341172696663e-01,4.856341152845628e-01,4.856341209264362e-01,4.856341152845628e-01,4.856341105203142e-01,4.856341152845628e-01,4.856341152845628e-01
