,Domain_1,Domain_2,Domain_3,Domain_4,Domain_5,Domain_6,Domain_7,Domain_8
0.000000000000000e+00,-1.232419771726768e+01,-1.076519759311504e+01,-1.231554370073692e+01,-1.193305563452402e+01,-1.146752926867622e+01,-1.283288372811964e+01,-1.355564313324628e+01,-1.273256888728221e+01
2.004008016032064e-02,-1.232467748978692e+01,-1.076567736563428e+01,-1.231602347325616e+01,-1.193353540704326e+01,-1.146800904119546e+01,-1.283336350063887e+01,-1.355612290576552e+01,-1.273304865980144e+01
4.008016032064128e-02,-1.232610813933076e+01,-1.076710801517812e+01,-1.231745412280000e+01,-1.193496605658710e+01,-1.146943969073930e+01,-1.283479415018272e+01,-1.355755355530936e+01,-1.273447930934529e+01
6.012024048096192e-02,-1.232847654565717e+01,-1.076947642150453e+01,-1.231982252912641e+01,-1.193733446291351e+01,-1.147180809706571e+01,-1.283716255650912e+01,-1.355992196163577e+01,-1.273684771567169e+01
8.016032064128256e-02,-1.233176944105304e+01,-1.077276931690040e+01,-1.232311542452228e+01,-1.194062735830938e+01,-1.147510099246158e+01,-1.284045545190500e+01,-1.356321485703164e+01,-1.274014061106756e+01
1.002004008016032e-01,-1.233597342357712e+01,-1.077697329942449e+01,-1.232731940704637e+01,-1.194483134083347e+01,-1.147930497498567e+01,-1.284465943442908e+01,-1.356741883955572e+01,-1.274434459359165e+01
1.202404809619238e-01,-1.234107497090412e+01,-1.078207484675148e+01,-1.233242095437336e+01,-1.194993288816046e+01,-1.148440652231266e+01,-1.284976098175608e+01,-1.357252038688272e+01,-1.274944614091864e+01
1.402805611222445e-01,-1.234706045470094e+01,-1.078806033054831e+01,-1.233840643817019e+01,-1.195591837195729e+01,-1.149039200610949e+01,-1.285574646555290e+01,-1.357850587067954e+01,-1.275543162471547e+01
1.603206412825651e-01,-1.235391615546008e+01,-1.079491603130744e+01,-1.234526213892932e+01,-1.196277407271642e+01,-1.149724770686862e+01,-1.286260216631204e+01,-1.358536157143868e+01,-1.276228732547461e+01
1.803607214428858e-01,-1.236162827770965e+01,-1.080262815355701e+01,-1.235297426117890e+01,-1.197048619496599e+01,-1.150495982911819e+01,-1.287031428856161e+01,-1.359307369368825e+01,-1.276999944772418e+01
2.004008016032064e-01,-1.237018296551601e+01,-1.081118284136338e+01,-1.236152894898526e+01,-1.197904088277236e+01,-1.151351451692456e+01,-1.287886897636797e+01,-1.360162838149461e+01,-1.277855413553054e+01
2.204408817635271e-01,-1.237956631819146e+01,-1.082056619403882e+01,-1.237091230166070e+01,-1.198842423544780e+01,-1.152289786960000e+01,-1.288825232904342e+01,-1.361101173417006e+01,-1.278793748820598e+01
2.404809619238477e-01,-1.238976440611782e+01,-1.083076428196518e+01,-1.238111038958706e+01,-1.199862232337416e+01,-1.153309595752636e+01,-1.289845041696978e+01,-1.362120982209642e+01,-1.279813557613235e+01
2.605210420841683e-01,-1.240076328659601e+01,-1.084176316244337e+01,-1.239210927006526e+01,-1.200962120385235e+01,-1.154409483800455e+01,-1.290944929744797e+01,-1.363220870257461e+01,-1.280913445661054e+01
2.805611222444890e-01,-1.241254901963212e+01,-1.085354889547948e+01,-1.240389500310136e+01,-1.202140693688846e+01,-1.155588057104066e+01,-1.292123503048408e+01,-1.364399443561072e+01,-1.282092018964665e+01
3.006012024048096e-01,-1.242510768357226e+01,-1.086610755941962e+01,-1.241645366704150e+01,-1.203396560082860e+01,-1.156843923498080e+01,-1.293379369442422e+01,-1.365655309955086e+01,-1.283347885358678e+01
3.206412825651302e-01,-1.243842539050109e+01,-1.087942526634845e+01,-1.242977137397033e+01,-1.204728330775743e+01,-1.158175694190963e+01,-1.294711140135305e+01,-1.366987080647969e+01,-1.284679656051562e+01
3.406813627254509e-01,-1.245248830132294e+01,-1.089348817717030e+01,-1.244383428479218e+01,-1.206134621857928e+01,-1.159581985273148e+01,-1.296117431217490e+01,-1.368393371730154e+01,-1.286085947133746e+01
3.607214428857715e-01,-1.246728264044885e+01,-1.090828251629622e+01,-1.245862862391810e+01,-1.207614055770520e+01,-1.161061419185740e+01,-1.297596865130081e+01,-1.369872805642745e+01,-1.287565381046338e+01
3.807615230460922e-01,-1.248279471001886e+01,-1.092379458586622e+01,-1.247414069348810e+01,-1.209165262727520e+01,-1.162612626142740e+01,-1.299148072087082e+01,-1.371424012599746e+01,-1.289116588003339e+01
4.008016032064128e-01,-1.249901090359469e+01,-1.094001077944205e+01,-1.249035688706393e+01,-1.210786882085103e+01,-1.164234245500323e+01,-1.300769691444664e+01,-1.373045631957329e+01,-1.290738207360921e+01
