,Domain_1,Domain_2,Domain_3,Domain_4,Domain_5,Domain_6,Domain_7,Domain_8
0.000000000000000e+00,-1.044753296629060e+01,-1.237658420776921e+01,-1.247214938841060e+01,-1.164749225704962e+01,-1.343265031607396e+01,-1.412511546670852e+01,-1.055859302867385e+01,-1.524769332182324e+01
2.004008016032064e-02,-1.044801273880984e+01,-1.237706398028844e+01,-1.247262916092984e+01,-1.164797202956886e+01,-1.343313008859319e+01,-1.412559523922775e+01,-1.055907280119308e+01,-1.524817309434248e+01
4.008016032064128e-02,-1.044944338835368e+01,-1.237849462983229e+01,-1.247405981047368e+01,-1.164940267911270e+01,-1.343456073813704e+01,-1.412702588877160e+01,-1.056050345073693e+01,-1.524960374388632e+01
6.012024048096192e-02,-1.045181179468009e+01,-1.238086303615869e+01,-1.247642821680009e+01,-1.165177108543911e+01,-1.343692914446344e+01,-1.412939429509800e+01,-1.056287185706333e+01,-1.525197215021273e+01
8.016032064128256e-02,-1.045510469007596e+01,-1.238415593155457e+01,-1.247972111219596e+01,-1.165506398083498e+01,-1.344022203985932e+01,-1.413268719049388e+01,-1.056616475245921e+01,-1.525526504560860e+01
1.002004008016032e-01,-1.045930867260005e+01,-1.238835991407865e+01,-1.248392509472005e+01,-1.165926796335907e+01,-1.344442602238340e+01,-1.413689117301796e+01,-1.057036873498329e+01,-1.525946902813269e+01
1.202404809619238e-01,-1.046441021992704e+01,-1.239346146140564e+01,-1.248902664204704e+01,-1.166436951068606e+01,-1.344952756971039e+01,-1.414199272034496e+01,-1.057547028231028e+01,-1.526457057545968e+01
1.402805611222445e-01,-1.047039570372386e+01,-1.239944694520247e+01,-1.249501212584387e+01,-1.167035499448289e+01,-1.345551305350722e+01,-1.414797820414178e+01,-1.058145576610711e+01,-1.527055605925651e+01
1.603206412825651e-01,-1.047725140448300e+01,-1.240630264596161e+01,-1.250186782660300e+01,-1.167721069524202e+01,-1.346236875426636e+01,-1.415483390490092e+01,-1.058831146686625e+01,-1.527741176001564e+01
1.803607214428858e-01,-1.048496352673257e+01,-1.241401476821118e+01,-1.250957994885257e+01,-1.168492281749159e+01,-1.347008087651593e+01,-1.416254602715049e+01,-1.059602358911582e+01,-1.528512388226521e+01
